,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
29,29,49.133933999999996,2021-01-05 23:32:05.546164,2021-01-06 00:08:26.285222,0 days 00:36:20.739058,256,1000000,True,0.99,4.1750445683098274e-05,medium,0.3055533177940096,ornstein-uhlenbeck,0.02,,COMPLETE
30,30,91.18685640000001,2021-01-06 00:08:26.304628,2021-01-06 00:43:54.616626,0 days 00:35:28.311998,16,1000000,True,0.99,0.0005175646967710444,medium,0.35836100154347045,ornstein-uhlenbeck,0.02,,COMPLETE
31,31,97.917672,2021-01-06 00:43:54.647745,2021-01-06 01:19:28.465370,0 days 00:35:33.817625,16,1000000,True,0.99,0.000397805936483971,medium,0.3670037848927266,ornstein-uhlenbeck,0.02,,COMPLETE
32,32,81.5799208,2021-01-06 01:19:28.484965,2021-01-06 01:55:26.332864,0 days 00:35:57.847899,16,1000000,True,0.99,0.00044977393401568195,medium,0.38846052597358044,ornstein-uhlenbeck,0.02,,COMPLETE
33,33,44.8825188,2021-01-06 01:55:26.352272,2021-01-06 02:31:10.243364,0 days 00:35:43.891092,16,1000000,True,0.99,0.0006682155696487016,medium,0.35710651476034616,normal,0.02,,COMPLETE
34,34,46.4280786,2021-01-06 02:31:10.262685,2021-01-06 03:06:55.119555,0 days 00:35:44.856870,16,1000000,True,0.99,0.00036162817118888806,medium,0.4989036098836387,ornstein-uhlenbeck,0.02,,COMPLETE
35,35,42.5342622,2021-01-06 03:06:55.138528,2021-01-06 03:25:26.446536,0 days 00:18:31.308008,16,1000000,True,0.99,0.006472607633267601,medium,0.3679812780726485,ornstein-uhlenbeck,0.02,,PRUNED
36,36,45.6906866,2021-01-06 03:25:26.453892,2021-01-06 04:05:26.121799,0 days 00:39:59.667907,16,1000000,True,0.999,0.00034890302984221525,medium,0.48131301696111395,ornstein-uhlenbeck,0.02,,COMPLETE
37,37,43.1323968,2021-01-06 04:05:26.146621,2021-01-06 04:17:23.895693,0 days 00:11:57.749072,16,1000000,True,0.99,0.0013730694952258434,medium,0.4224219424192839,ornstein-uhlenbeck,0.02,,PRUNED
38,38,44.399865600000005,2021-01-06 04:17:23.903550,2021-01-06 04:55:25.978715,0 days 00:38:02.075165,16,100000,True,0.99,0.00011771866736684758,medium,0.5398457169305082,normal,0.02,,COMPLETE
39,39,49.1659092,2021-01-06 04:55:26.011935,2021-01-06 05:31:16.075569,0 days 00:35:50.063634,16,1000000,True,0.9,0.0008963326284353679,medium,0.255539134258338,ornstein-uhlenbeck,0.01,,COMPLETE
40,40,45.625262199999995,2021-01-06 23:45:56.735957,2021-01-07 03:05:07.141931,0 days 03:19:10.405974,16,1000000,True,0.99,0.02228420113602292,medium,0.33631569766034825,ornstein-uhlenbeck,0.02,,COMPLETE
41,41,45.5393642,2021-01-07 03:05:07.163666,2021-01-07 06:25:05.558256,0 days 03:19:58.394590,100,100000,True,0.99,0.12354702919386217,small,0.8855869955708252,ornstein-uhlenbeck,0.001,,COMPLETE
42,42,42.3478718,2021-01-07 06:25:05.578716,2021-01-07 09:41:35.735907,0 days 03:16:30.157191,64,100000,True,0.999,0.00019807478381836065,small,0.0,,0.001,,COMPLETE
43,43,45.5369252,2021-01-07 09:41:35.755699,2021-01-07 13:00:27.663050,0 days 03:18:51.907351,16,1000000,True,0.995,0.001149477674584337,medium,0.03446505242958475,ornstein-uhlenbeck,0.005,,COMPLETE
44,44,45.1562306,2021-01-07 13:00:27.695646,2021-01-07 16:18:19.245795,0 days 03:17:51.550149,16,100000,True,0.9,1e-05,medium,0.9999999999999999,normal,0.02,,COMPLETE
45,45,44.1097104,2021-01-07 16:18:19.265283,2021-01-07 19:54:44.782367,0 days 03:36:25.517084,32,100000,True,0.98,1.279283018046208e-05,medium,0.7402088522996573,normal,0.02,,COMPLETE
46,46,47.5375174,2021-01-07 19:54:44.801585,2021-01-08 00:11:05.976381,0 days 04:16:21.174796,16,1000000,False,0.99,0.9999999999999999,small,0.9999999999999999,normal,0.005,16.0,COMPLETE
47,47,44.053529600000005,2021-01-08 00:11:05.997964,2021-01-08 04:21:39.436387,0 days 04:10:33.438423,100,1000000,False,0.995,0.09142329492497858,medium,0.6376136597460123,normal,0.001,2000.0,COMPLETE
48,48,46.743747,2021-01-08 04:21:39.452806,2021-01-08 08:25:06.869272,0 days 04:03:27.416466,256,10000,False,0.9,1.0171770580267868e-05,small,0.7572506905422742,,0.02,1000.0,COMPLETE
49,49,44.203614200000004,2021-01-08 08:25:06.889823,2021-01-08 12:46:08.074202,0 days 04:21:01.184379,16,10000,True,0.9999,0.9999999999999999,big,0.0,ornstein-uhlenbeck,0.02,,COMPLETE
50,50,43.427026,2021-01-08 12:46:08.094629,2021-01-08 17:15:44.904525,0 days 04:29:36.809896,512,10000,True,0.95,0.9999999999999999,small,0.9999999999999999,,0.02,,COMPLETE
51,51,43.518649599999996,2021-01-08 17:15:44.930319,2021-01-08 21:22:15.940951,0 days 04:06:31.010632,64,10000,False,0.95,6.331174304342155e-05,big,0.9177854343618778,normal,0.02,128.0,COMPLETE
52,52,42.4659146,2021-01-08 21:22:15.959868,2021-01-09 01:22:03.267242,0 days 03:59:47.307374,16,10000,True,0.99,0.9999999999999999,big,0.9999999999999999,,0.02,,COMPLETE
53,53,42.783750999999995,2021-01-09 01:22:03.287484,2021-01-09 05:13:33.250809,0 days 03:51:29.963325,64,1000000,False,0.995,0.0006070059302305311,medium,0.029299185952020444,ornstein-uhlenbeck,0.02,128.0,COMPLETE
54,54,44.3386006,2021-01-09 05:13:33.269652,2021-01-09 08:51:59.035152,0 days 03:38:25.765500,128,10000,True,0.98,0.9999999999999999,medium,0.2170651855902485,normal,0.01,,COMPLETE
55,55,44.2102824,2021-01-09 08:51:59.055243,2021-01-09 12:01:49.936442,0 days 03:09:50.881199,128,100000,True,0.9999,0.002887576461093353,big,0.3032424033758848,,0.02,,COMPLETE
56,56,44.8157534,2021-01-09 12:01:49.956847,2021-01-09 15:00:12.985536,0 days 02:58:23.028689,64,100000,True,0.9,0.002397817574884404,small,0.5756616579203959,normal,0.01,,COMPLETE
57,57,42.5482122,2021-01-09 15:00:13.004491,2021-01-09 18:05:56.800564,0 days 03:05:43.796073,64,10000,True,0.995,0.02070531109156783,big,0.13253149502620545,ornstein-uhlenbeck,0.02,,COMPLETE
58,58,46.930875,2021-01-09 18:05:56.820301,2021-01-09 21:05:35.815220,0 days 02:59:38.994919,16,10000,False,0.98,0.03671829203772937,big,0.13857202420098047,normal,0.01,1000.0,COMPLETE
59,59,45.288769200000004,2021-01-09 21:05:35.835921,2021-01-10 00:04:42.881464,0 days 02:59:07.045543,16,100000,False,0.9,0.9999999999999999,big,0.9999999999999999,ornstein-uhlenbeck,0.001,2000.0,COMPLETE
