,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,system_attrs_fail_reason,state
10,10,-856.9053,2021-01-07 18:52:26.735899,2021-01-07 19:07:28.507674,0 days 00:15:01.771775,relu,3.916155561769761e-07,0.95,0.995,-0.7320499270844842,0.0001450328708631234,constant,0.5,2048,medium,False,True,True,0.6792640159975686,,COMPLETE
11,11,50.737378,2021-01-07 18:56:37.833443,2021-01-07 19:12:07.312176,0 days 00:15:29.478733,relu,2.9054390771209963e-05,0.98,0.9,0.15697452725543215,0.24061652256436045,constant,0.7,128,medium,True,True,False,0.7350197536855788,,COMPLETE
12,12,-499.767955,2021-01-07 19:07:28.509048,2021-01-07 19:13:04.520027,0 days 00:05:36.010979,tanh,0.0004104584028562602,0.8,0.999,0.5258286196421178,1.4971565578928783e-05,linear,0.8,16,medium,True,True,True,0.5859565207007527,,PRUNED
13,13,-836.978875,2021-01-07 19:08:11.401607,2021-01-07 19:12:46.120254,0 days 00:04:34.718647,relu,1.0469744529997793e-08,0.98,0.999,0.36885920719130816,1.8908182296431547e-05,linear,0.8,128,medium,True,True,False,0.6810243563140196,,PRUNED
14,14,50.737378,2021-01-07 19:11:48.762560,2021-01-07 19:29:04.264830,0 days 00:17:15.502270,relu,0.0029836288861137964,0.98,0.9,-1.9951022340025113,0.047421844301872705,linear,0.9,32,medium,False,True,True,0.7240948391169668,,COMPLETE
15,15,50.737378,2021-01-07 19:12:07.313951,2021-01-07 19:31:40.841217,0 days 00:19:33.527266,tanh,0.0671192443652246,1.0,0.98,-3.2489040952303854,0.008553772117567702,linear,5.0,16,medium,True,True,False,0.01185152391362658,,COMPLETE
16,16,50.737378,2021-01-07 19:12:46.120948,2021-01-07 19:28:20.015164,0 days 00:15:33.894216,tanh,0.03801815599850796,0.92,0.98,-3.3490275629739004,0.028341288299126036,linear,0.9,512,small,True,False,False,0.03377581640632081,,COMPLETE
17,17,50.737378,2021-01-07 19:13:04.521216,2021-01-07 19:28:39.443120,0 days 00:15:34.921904,tanh,0.09431427528844748,0.92,0.98,-3.3548828938622415,0.022999685973469287,linear,0.9,512,small,True,False,False,0.01704135210815172,,COMPLETE
18,18,50.737378,2021-01-07 19:28:20.017333,2021-01-07 19:44:29.686974,0 days 00:16:09.669641,tanh,0.08590973440011684,0.9,0.9999,-1.966577367353109,0.7964871157616037,linear,0.9,512,small,True,False,False,0.029648019967899786,,COMPLETE
19,19,50.737378,2021-01-07 19:28:39.445041,2021-01-07 19:46:50.355094,0 days 00:18:10.910053,tanh,0.08905075663582189,0.9,0.9999,-1.9532953916443858,0.002400041957272243,linear,1.0,32,small,True,False,False,0.18741434949807578,,COMPLETE
20,20,-4236.781872,2021-01-07 19:29:04.267180,2021-01-07 19:45:15.470138,0 days 00:16:11.202958,tanh,0.09024486948594404,1.0,0.9999,-1.5907344455144719,0.5388033415617145,constant,1.0,512,small,True,False,False,0.1565672119739045,,COMPLETE
21,21,50.737378,2021-01-07 19:31:40.843055,2021-01-07 19:47:49.896164,0 days 00:16:09.053109,tanh,0.00855209718694609,0.9,0.9999,-1.5230053857715906,0.9086196255088396,constant,1.0,512,small,True,False,False,0.19480508297471272,,COMPLETE
22,22,-4236.781872,2021-01-07 19:44:29.688772,2021-01-07 19:49:51.065507,0 days 00:05:21.376735,tanh,0.006025355780396294,0.9,0.9999,-1.4720426454816744,0.9873667012929073,linear,1.0,32,small,True,False,False,0.16606699552383708,,PRUNED
23,23,50.737378,2021-01-07 19:45:15.472494,2021-01-07 20:03:09.594370,0 days 00:17:54.121876,tanh,0.00529967121526626,0.9,0.9999,-3.8895431631929744,0.0010435799857266108,constant,0.7,32,small,True,False,False,0.21059635953706052,,COMPLETE
24,24,50.737378,2021-01-07 19:46:50.357341,2021-01-07 20:03:08.148702,0 days 00:16:17.791361,relu,1.3172972601468862e-05,0.9,0.9,-0.7787380941351238,0.0006422655125514488,constant,0.7,128,medium,True,True,False,0.8739900766781128,,COMPLETE
25,25,50.737378,2021-01-07 19:47:49.898537,2021-01-07 20:04:07.078643,0 days 00:16:17.180106,relu,6.256760973039881e-06,0.98,0.9,0.9668774231669817,0.0010319398214074576,constant,1.0,128,small,True,False,False,0.9525616681913993,,COMPLETE
26,26,50.737378,2021-01-07 19:49:51.066386,2021-01-07 20:07:39.596629,0 days 00:17:48.530243,tanh,0.0004773711581888559,0.9,0.95,-2.9346567989994647,0.002550708618201732,linear,0.7,32,small,True,False,False,0.3925327978905071,,COMPLETE
27,27,50.737378,2021-01-07 20:03:08.150808,2021-01-07 20:19:20.894817,0 days 00:16:12.744009,tanh,9.524953947937498e-06,0.99,0.995,-0.6861624052249546,0.0004573082689870231,constant,0.7,128,medium,True,True,False,0.42886433705745414,,COMPLETE
28,28,50.737378,2021-01-07 20:03:09.597043,2021-01-07 20:19:23.771969,0 days 00:16:14.174926,tanh,1.15504859985096e-05,0.99,0.9,-0.5375352489934079,0.0004757569517686889,constant,0.7,128,medium,True,True,False,0.9962293763068699,,COMPLETE
29,29,50.737378,2021-01-07 20:04:07.080665,2021-01-07 20:23:46.878589,0 days 00:19:39.797924,tanh,8.850715693738375e-06,1.0,0.98,-3.3176535607421553,0.01005442273956239,linear,5.0,16,small,True,False,False,0.4439050082171869,,COMPLETE
30,30,50.737378,2021-01-07 20:07:39.598577,2021-01-07 20:25:04.716059,0 days 00:17:25.117482,relu,8.434281243953841e-05,0.99,0.9,-3.9289996695486886,0.00041306757204302697,constant,0.7,32,medium,False,True,True,0.9070986162310317,,COMPLETE
31,31,50.737378,2021-01-07 20:19:20.897080,2021-01-07 20:34:44.273151,0 days 00:15:23.376071,relu,3.845996053224075e-06,0.98,0.9,0.7715524466776706,0.010936514964148478,constant,5.0,128,medium,False,True,True,0.9232044444055373,,COMPLETE
32,32,50.737378,2021-01-07 20:19:23.773579,2021-01-07 20:38:09.538909,0 days 00:18:45.765330,tanh,0.00014200022316983803,1.0,0.95,-2.9220458792528152,0.007015685193033404,linear,5.0,16,small,True,False,False,0.4295381354211107,,COMPLETE
33,33,50.737378,2021-01-07 20:23:46.880619,2021-01-07 20:42:30.604179,0 days 00:18:43.723560,tanh,0.0003261829120664323,1.0,0.95,-2.8473168457427267,0.003181663679947254,linear,5.0,16,medium,True,True,False,0.44295632172838934,,COMPLETE
34,34,-742.026548,2021-01-07 20:25:04.718012,2021-01-07 20:29:40.894220,0 days 00:04:36.176208,tanh,3.76895656213175e-08,0.99,0.995,-0.45574105705507945,9.62767854528724e-05,constant,0.3,256,medium,True,True,False,0.8149504368168701,,PRUNED
35,35,50.737378,2021-01-07 20:29:40.894904,2021-01-07 20:44:28.678551,0 days 00:14:47.783647,relu,6.835167200554036e-07,0.8,0.95,-2.8050358726341407,0.35306320195661306,constant,1.0,512,small,True,False,False,0.06913207414484943,,COMPLETE
36,36,184.926696,2021-01-07 20:34:44.275649,2021-01-07 20:49:26.480436,0 days 00:14:42.204787,tanh,0.0005306161236858708,0.92,0.95,-2.8122978348286574,0.0029511151139646327,linear,1.0,512,small,True,False,False,0.08685358165780156,,COMPLETE
37,37,50.737378,2021-01-07 20:38:09.541102,2021-01-07 20:52:38.305104,0 days 00:14:28.764002,tanh,0.0011374068024702156,0.9,0.95,-3.938697612804355,0.0019771848188908803,linear,2.0,512,small,True,False,False,0.2700316316423114,,COMPLETE
38,38,50.737378,2021-01-07 20:42:30.606038,2021-01-07 21:04:03.905066,0 days 00:21:33.299028,tanh,2.5096187349070843e-06,0.9,0.995,-1.011987292836484,0.0009890160371803505,constant,0.7,8,small,True,False,False,0.5195832638745357,,COMPLETE
39,39,50.737378,2021-01-07 20:44:28.681031,2021-01-07 21:01:45.122934,0 days 00:17:16.441903,tanh,2.0711376307933055e-06,1.0,0.95,-2.7171865623522136,0.007941486554463167,linear,5.0,16,small,False,False,True,0.5204979540218423,,COMPLETE
40,40,50.737378,2021-01-07 20:49:26.482424,2021-01-07 21:06:58.065548,0 days 00:17:31.583124,tanh,0.0001288705674673389,1.0,0.95,-2.7120439929435203,0.008217194782264308,linear,5.0,16,medium,False,False,True,0.5218967965516565,,COMPLETE
41,41,185.558355,2021-01-07 20:52:38.306912,2021-01-07 21:06:53.721004,0 days 00:14:15.414092,tanh,1.1384987084024489e-07,0.8,0.95,-2.774852751152619,0.003580573875744893,linear,1.0,1024,small,True,False,False,0.11677311693184768,,COMPLETE
42,42,-417.190972,2021-01-07 21:01:45.125031,2021-01-07 21:06:07.022702,0 days 00:04:21.897671,tanh,1.9310185666390284e-06,0.99,0.995,-1.2196136682416077,0.0002316030783617243,constant,0.6,1024,medium,False,True,True,0.5471944919773332,,PRUNED
43,43,50.737378,2021-01-07 21:04:03.907567,2021-01-07 21:19:07.206086,0 days 00:15:03.298519,tanh,1.1541314626514704e-07,1.0,0.99,-2.5176044489253377,0.018896768813678525,linear,5.0,1024,small,False,False,True,0.6287278751624027,,COMPLETE
44,44,50.737378,2021-01-07 21:06:07.023619,2021-01-07 21:21:59.079089,0 days 00:15:52.055470,tanh,2.0186763969337962e-05,0.92,0.99,-3.6174698460670007,0.12797789025125683,linear,1.0,64,small,True,False,False,0.08939125035202672,,COMPLETE
45,45,50.737378,2021-01-07 21:06:53.723007,2021-01-07 21:21:59.401152,0 days 00:15:05.678145,relu,9.752502642422515e-05,0.8,0.99,-3.6969981854151905,0.11665975809539404,constant,1.0,1024,small,False,False,True,0.10455989287839816,,COMPLETE
46,46,166.397709,2021-01-07 21:06:58.067752,2021-01-07 21:22:04.207005,0 days 00:15:06.139253,relu,7.344597553755447e-08,0.8,0.99,-3.6473862881238306,0.00127778690214082,constant,1.0,1024,small,True,False,False,0.11821004085009192,,COMPLETE
47,47,50.737378,2021-01-07 21:19:07.208598,2021-01-07 21:34:07.701258,0 days 00:15:00.492660,tanh,7.892487936275278e-08,0.8,0.99,-2.3934820905316165,0.021090896403949438,linear,5.0,1024,small,False,False,True,0.1250238980059572,,COMPLETE
48,48,50.737378,2021-01-07 21:21:59.081944,2021-01-07 21:37:01.075374,0 days 00:15:01.993430,tanh,0.0011575095581903728,0.8,0.95,-3.675051333601062,0.0011982713093432755,linear,1.0,1024,small,True,False,False,0.34405518182025147,,COMPLETE
49,49,50.737378,2021-01-07 21:21:59.402416,2021-01-07 21:38:52.488308,0 days 00:16:53.085892,tanh,0.0008426186884701662,0.8,0.95,-3.034250630028634,0.0016513845065578097,linear,1.0,32,small,True,False,False,0.32494968691758525,,COMPLETE
50,50,184.577717,2021-01-07 21:22:04.208876,2021-01-07 21:37:08.116887,0 days 00:15:03.908011,relu,8.966716572333966e-08,0.8,0.95,-3.081542566080857,0.004142819302174216,linear,1.0,1024,small,True,False,False,0.35337941271691714,,COMPLETE
51,51,184.311661,2021-01-07 21:34:07.704215,2021-01-07 21:49:21.604291,0 days 00:15:13.900076,tanh,1.324139834994217e-07,0.8,0.95,-3.0591551038377984,0.001535901720923465,linear,0.5,1024,small,True,False,False,0.3838015119156062,,COMPLETE
52,52,50.737378,2021-01-07 21:37:01.077685,2021-01-07 21:52:21.329904,0 days 00:15:20.252219,tanh,1.3419987568598971e-08,0.8,0.95,-3.0933479499318066,0.004351005931683102,linear,0.5,256,small,True,False,False,0.2816476333288179,,COMPLETE
53,53,184.073469,2021-01-07 21:37:08.119147,2021-01-07 21:52:24.653875,0 days 00:15:16.534728,relu,1.4182036079394584e-08,0.8,0.995,-3.1425742487633346,0.004414531273548073,linear,0.5,1024,small,True,False,False,0.26631827331882957,,COMPLETE
54,54,50.737378,2021-01-07 21:38:52.490435,2021-01-07 21:54:08.057920,0 days 00:15:15.567485,relu,1.1634763881522466e-08,0.8,0.995,-2.152754063331472,0.004205623000527843,linear,0.5,1024,small,True,False,False,0.26376685083875195,,COMPLETE
55,55,180.164012,2021-01-07 21:49:21.606393,2021-01-07 22:04:42.339066,0 days 00:15:20.732673,relu,1.4506518371830233e-08,0.8,0.95,-3.1540001039633956,0.004727099643011218,linear,0.5,1024,small,True,False,False,0.265943621521292,,COMPLETE
56,56,-585.017718,2021-01-07 21:52:21.332352,2021-01-07 21:56:55.691768,0 days 00:04:34.359416,relu,2.702991316597565e-07,0.8,0.95,-3.452558442914643,0.00029973317635421313,linear,0.5,1024,small,True,False,False,0.3860604655160926,,PRUNED
57,57,179.019135,2021-01-07 21:52:24.656125,2021-01-07 22:06:57.973873,0 days 00:14:33.317748,relu,2.551004062356716e-08,0.8,0.95,-3.4925648060997934,0.003951227968757518,linear,0.5,1024,small,True,False,False,0.36368728292707586,,COMPLETE
58,58,183.472985,2021-01-07 21:54:08.060633,2021-01-07 22:07:44.805768,0 days 00:13:36.745135,relu,3.430520381097293e-08,0.8,0.95,-3.183859339674077,0.00469315360419464,linear,0.5,1024,small,True,False,False,0.23258398403389702,,COMPLETE
59,59,54.319676,2021-01-07 21:56:55.692638,2021-01-07 22:08:33.750658,0 days 00:11:38.058020,relu,3.3998400660239755e-08,0.8,0.999,-2.5087630218164665,0.0050335516462405435,linear,0.5,1024,small,True,False,False,0.2230344957321678,,COMPLETE
