,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
34,34,36.362991,2020-12-31 10:08:24.078734,2020-12-31 10:14:01.806679,0 days 00:05:37.727945,relu,512,0.2,0.008729110080792952,0.98,0.999,-2.249180401398142,0.006354596598807745,0.7,1,256,small,-1,0.7982413474785766,,COMPLETE
35,35,36.362991,2020-12-31 10:14:01.833621,2020-12-31 10:25:20.299744,0 days 00:11:18.466123,relu,256,0.1,0.03514275646252964,0.8,0.95,-1.1549479977665968,0.0008508062612645742,2.0,1,16,small,-1,0.3436884189306362,,COMPLETE
36,36,36.362991,2020-12-31 10:25:20.325543,2020-12-31 11:00:10.689687,0 days 00:34:50.364144,relu,64,0.2,0.005206001939716734,0.9,0.9,0.7323963388588925,3.054455823747743e-05,0.8,5,16,small,16,0.8522269585845978,,COMPLETE
37,37,,2020-12-31 10:26:17.029867,2020-12-31 10:43:45.496218,0 days 00:17:28.466351,relu,32,0.1,3.9781153312044264e-05,0.9,0.999,-3.828294047782531,0.5844308355613584,0.6,20,256,medium,8,0.4396496699450344,,PRUNED
38,38,36.362991,2020-12-31 10:43:45.506198,2020-12-31 14:33:54.642414,0 days 03:50:09.136216,relu,8,0.1,9.553626909687952e-07,0.95,0.999,-3.5357970236539518,0.002561712709060345,1.0,20,1024,medium,16,0.6975070864083655,,COMPLETE
39,39,,2020-12-31 10:59:36.668215,2020-12-31 11:11:32.023189,0 days 00:11:55.354974,tanh,64,0.4,0.002874293168577395,0.9,0.98,-3.5330319825502357,0.5246441553742681,1.0,5,128,small,-1,0.00010799849049536459,"Trial 39 failed, because the objective function returned nan.",FAIL
40,40,36.362991,2020-12-31 11:00:10.722805,2020-12-31 13:03:41.599168,0 days 02:03:30.876363,tanh,8,0.4,3.7571029676975314e-07,0.9,0.98,-3.141760722710359,1.2605991201418895e-05,0.7,10,8,small,32,0.5414908285623846,,COMPLETE
41,41,-185.790512,2020-12-31 11:11:32.035457,2020-12-31 12:12:37.555165,0 days 01:01:05.519708,relu,256,0.2,0.0001182924271866212,1.0,0.9999,-3.7850466661174993,0.21308680462316068,0.8,20,32,small,-1,0.36794013712084306,,COMPLETE
42,42,-37.264061,2020-12-31 11:52:18.982585,2020-12-31 11:56:03.930443,0 days 00:03:44.947858,tanh,256,0.1,1.4775401893453443e-06,0.92,0.999,-2.7018911340206513,0.00016659765686045355,0.9,20,1024,small,128,0.3783255034163445,,PRUNED
43,43,36.362991,2020-12-31 11:56:03.941631,2020-12-31 14:02:25.642236,0 days 02:06:21.700605,tanh,16,0.4,0.025335777322589792,0.8,0.9999,-2.224951422462098,0.007552425213505678,5.0,10,8,medium,256,0.46124388217485357,,COMPLETE
44,44,36.362991,2020-12-31 12:12:37.587124,2020-12-31 12:29:04.161966,0 days 00:16:26.574842,relu,32,0.4,1.6091986190428093e-08,0.98,0.95,-1.0321759748168287,0.00027191674239937844,5.0,1,8,small,-1,0.7200512490055107,,COMPLETE
45,45,36.362991,2020-12-31 12:29:04.188367,2020-12-31 12:48:10.418888,0 days 00:19:06.230521,tanh,64,0.1,2.622614565932591e-07,0.98,0.999,0.43382677361581834,2.420608281024212e-05,0.5,10,64,medium,32,0.09228434470088343,,COMPLETE
46,46,-37.161486,2020-12-31 12:48:10.443198,2020-12-31 13:22:32.393309,0 days 00:34:21.950111,relu,16,0.1,0.00016608990973288892,0.92,0.999,-2.8595050013666423,0.0003587589029926641,0.6,20,256,small,8,0.038697316361861245,,PRUNED
47,47,49.576492,2020-12-31 13:03:41.632298,2020-12-31 18:04:01.843043,0 days 05:00:20.210745,relu,8,0.4,0.028585297833614187,0.92,0.999,-2.545508107553604,3.425457283073237e-05,0.9,10,128,medium,256,0.8324005577367698,,COMPLETE
48,48,36.362991,2020-12-31 13:22:32.405079,2020-12-31 13:34:36.706317,0 days 00:12:04.301238,relu,64,0.1,1.9868562254839444e-08,0.8,0.995,0.8717115920764549,0.07384091894643317,0.6,5,64,small,128,0.5261104852423883,,COMPLETE
49,49,36.362991,2020-12-31 13:34:36.747157,2020-12-31 14:36:06.806682,0 days 01:01:30.059525,relu,32,0.2,0.0001527111307582549,0.99,0.9,0.7994691585185798,0.0018361478464488114,0.3,20,64,small,128,0.9288706518983609,,COMPLETE
50,50,36.362991,2020-12-31 14:02:25.669882,2020-12-31 18:04:10.772221,0 days 04:01:45.102339,tanh,16,0.2,2.4289156916227367e-07,0.99,0.99,-2.942044754029743,0.017489614508440905,5.0,10,32,medium,8,0.007184240376543749,,COMPLETE
51,51,,2020-12-31 14:33:54.672071,2020-12-31 18:33:39.559670,0 days 03:59:44.887599,tanh,8,0.1,3.713562260125015e-06,0.98,0.9999,-1.0028781624744463,0.23344224546937226,0.6,5,16,medium,16,0.32566544084122206,"Trial 51 failed, because the objective function returned nan.",FAIL
52,52,-185.790512,2020-12-31 14:36:06.835006,2020-12-31 17:48:56.759620,0 days 03:12:49.924614,tanh,8,0.4,1.7076491785816778e-07,0.99,0.9,-3.7072229231286116,0.02557405479522072,0.3,1,2048,medium,16,0.7269943440050853,,COMPLETE
53,53,36.362991,2020-12-31 17:48:56.792513,2020-12-31 20:24:52.678988,0 days 02:35:55.886475,relu,8,0.3,3.871562026877994e-08,0.8,0.95,0.6818528100910708,2.407641885388115e-05,0.9,20,2048,small,128,0.2469976378017048,,COMPLETE
54,54,36.362991,2020-12-31 18:04:01.875541,2020-12-31 18:21:58.930960,0 days 00:17:57.055419,tanh,8,0.1,1.262972118604019e-08,1.0,0.999,-2.33015583798508,0.02640750243439537,0.5,1,512,medium,16,0.22854627793116022,,COMPLETE
55,55,36.362991,2020-12-31 18:04:10.810482,2020-12-31 19:07:33.623121,0 days 01:03:22.812639,relu,32,0.2,0.013330671306170074,0.98,0.95,-2.445388875319828,7.342097518406021e-05,5.0,20,256,small,128,0.9721194172669476,,COMPLETE
56,56,36.362991,2020-12-31 18:21:58.957157,2020-12-31 18:35:35.478146,0 days 00:13:36.520989,relu,64,0.1,0.004502737718451895,0.8,0.9999,0.018858785340324147,1.310015043451394e-05,0.9,5,64,medium,16,0.10120268947874156,,COMPLETE
57,57,36.362991,2020-12-31 18:33:39.571782,2020-12-31 18:43:06.053267,0 days 00:09:26.481485,tanh,256,0.1,1.4072389443934773e-07,0.8,0.95,-0.423918323059592,0.010092675511026133,5.0,10,2048,medium,8,0.20867039554269506,,COMPLETE
58,58,-36.786271,2020-12-31 18:35:35.514576,2020-12-31 18:39:50.407787,0 days 00:04:14.893211,relu,64,0.1,7.567779788664261e-07,1.0,0.995,-1.6181901442766446,0.007243523277350557,5.0,5,256,small,16,0.4059061773529993,,PRUNED
59,59,36.362991,2020-12-31 18:39:50.417740,2020-12-31 19:26:03.369350,0 days 00:46:12.951610,relu,512,0.2,5.549634684966078e-05,0.99,0.999,-2.9311508343935246,0.02858804418748194,0.9,10,16,small,32,0.7940874285512886,,COMPLETE
60,60,50.737378,2021-01-07 01:12:52.427488,2021-01-07 03:01:06.265448,0 days 01:48:13.837960,relu,8,0.4,0.009528061554852868,0.95,0.995,0.9737322022017025,0.021411257725583773,0.8,5,512,medium,128,0.27099849313379937,,COMPLETE
61,61,50.737378,2021-01-07 01:12:52.439343,2021-01-07 01:45:30.165583,0 days 00:32:37.726240,relu,512,0.1,1e-08,0.8,0.9999,0.9999999999999999,0.036259458088321025,5.0,1,8,small,16,0.0,,COMPLETE
62,62,50.737378,2021-01-07 01:12:52.452000,2021-01-07 01:46:36.106231,0 days 00:33:43.654231,tanh,16,0.2,3.490509379499484e-07,0.92,0.9999,-0.9584773547412242,0.0006084775667199115,0.7,1,8,medium,16,0.7543895456922913,,COMPLETE
63,63,50.737378,2021-01-07 01:12:52.462802,2021-01-07 02:59:08.680888,0 days 01:46:16.218086,relu,16,0.4,0.00047283083191353224,0.98,0.9999,-0.5311095269394066,3.717956447261479e-05,0.8,10,16,medium,-1,0.5019993425932242,,COMPLETE
64,64,50.737378,2021-01-07 01:45:30.195856,2021-01-07 05:05:02.159258,0 days 03:19:31.963402,relu,64,0.4,0.09999999999999999,0.8,0.99,-4.0,0.0015730906918156532,5.0,10,8,small,256,0.9999999999999999,,COMPLETE
65,65,50.737378,2021-01-07 01:46:36.132205,2021-01-07 05:07:44.934877,0 days 03:21:08.802672,relu,8,0.1,1e-08,0.98,0.98,-1.8639751680855339,0.0015466929409789366,0.5,10,128,medium,32,0.0,,COMPLETE
66,66,50.737378,2021-01-07 02:59:08.706630,2021-01-07 03:29:09.292774,0 days 00:30:00.586144,tanh,512,0.1,0.0019107057962201978,0.92,0.95,0.9999999999999999,8.55632233367479e-05,5.0,1,8,small,-1,0.17824643798933423,,COMPLETE
67,67,50.737378,2021-01-07 03:01:06.292534,2021-01-07 04:45:14.636713,0 days 01:44:08.344179,relu,8,0.4,5.947997115546972e-07,0.99,0.995,-0.51402191918572,0.00027719765601412965,5.0,5,2048,medium,128,0.692724289478626,,COMPLETE
68,68,,2021-01-07 03:29:09.320432,2021-01-07 03:38:28.566469,0 days 00:09:19.246037,relu,8,0.3,0.029284425669282164,0.95,0.99,0.9829525075732937,0.9999999999999999,0.8,1,8,medium,128,0.1239366796891479,,PRUNED
69,69,181.51493,2021-01-07 03:38:28.577481,2021-01-07 06:37:42.831544,0 days 02:59:14.254063,relu,8,0.3,3.144301243933724e-06,0.95,0.98,-3.088064677273753,0.000850083536153849,0.7,10,32,medium,8,0.688974010244087,,COMPLETE
70,70,50.737378,2021-01-07 04:45:14.664911,2021-01-07 04:56:06.184455,0 days 00:10:51.519544,tanh,64,0.1,4.27629741997388e-05,0.95,0.9999,-0.18084362968196643,0.014458458270515047,0.8,1,128,medium,16,0.5803340650102126,,COMPLETE
71,71,-507.29135400000007,2021-01-07 04:56:06.245245,2021-01-07 05:42:26.599552,0 days 00:46:20.354307,relu,8,0.1,2.8232650550651774e-05,0.9,0.98,-3.116751324398783,0.028681940786747764,1.0,10,2048,small,32,0.28415145248296914,,PRUNED
72,72,50.737378,2021-01-07 05:05:02.191391,2021-01-07 06:26:43.120436,0 days 01:21:40.929045,tanh,8,0.4,0.09999999999999999,1.0,0.95,-1.0001266570872671,0.0019470143559578094,2.0,5,2048,medium,64,0.0,,COMPLETE
73,73,50.737378,2021-01-07 05:07:44.963307,2021-01-07 05:24:58.548973,0 days 00:17:13.585666,tanh,64,0.3,3.7821899754001148e-06,0.99,0.9999,-1.3732335337227402,0.002422501004423146,0.9,1,16,small,8,0.8063989303755105,,COMPLETE
74,74,50.737378,2021-01-07 05:24:58.575391,2021-01-07 08:16:49.926243,0 days 02:51:51.350852,relu,8,0.1,0.0005925784677425107,0.9,0.98,-3.9792854440721324,0.0019051563345346063,0.6,10,8,medium,256,0.8225084076284872,,COMPLETE
75,75,-1206.811174,2021-01-07 05:42:26.612558,2021-01-07 11:05:15.301034,0 days 05:22:48.688476,relu,8,0.2,3.8149356217640085e-06,0.99,0.995,-2.937684736208232,0.007070879365984829,0.8,20,2048,medium,32,0.3362775181258134,,COMPLETE
76,76,50.737378,2021-01-07 06:26:43.148841,2021-01-07 06:40:16.540251,0 days 00:13:33.391410,relu,128,0.2,0.09999999999999999,0.95,0.995,0.7802594910607743,0.016478594061373107,2.0,5,2048,medium,128,0.7945161038793449,,COMPLETE
77,77,,2021-01-07 06:37:42.862878,2021-01-07 06:46:10.489834,0 days 00:08:27.626956,relu,32,0.2,3.310969547225153e-08,0.92,0.9,-3.4611847327090812,0.9999999965421648,0.5,5,32,medium,8,0.65698611793782,,PRUNED
78,78,50.737378,2021-01-07 06:40:16.569529,2021-01-07 08:07:11.375994,0 days 01:26:54.806465,tanh,8,0.3,3.441529163871151e-05,0.95,0.9999,-3.375762538061725,0.0016306425309901358,0.8,5,32,medium,16,0.05860783802242214,,COMPLETE
79,79,50.737378,2021-01-07 06:46:10.501636,2021-01-07 07:34:05.486676,0 days 00:47:54.985040,tanh,32,0.1,3.4975872263849565e-05,0.8,0.999,0.6118473570446996,0.08846104738062696,0.7,10,2048,medium,128,0.7794614242716148,,COMPLETE
80,80,50.737378,2021-01-07 07:34:05.516174,2021-01-07 07:58:43.301077,0 days 00:24:37.784903,relu,8,0.3,0.0007105569797969636,1.0,0.98,-1.0468942312944916,4.1330016486754005e-05,0.3,1,256,medium,16,0.8490003542879393,,COMPLETE
81,81,-236.46977299999998,2021-01-07 07:58:43.329438,2021-01-07 08:46:34.672842,0 days 00:47:51.343404,relu,32,0.3,1.7139280611331518e-07,0.95,0.98,-3.273661923363728,0.0008611288847740483,2.0,10,128,medium,8,0.6913645722160756,,COMPLETE
82,82,-818.283535,2021-01-07 08:07:11.407366,2021-01-07 08:32:31.305798,0 days 00:25:19.898432,relu,16,0.4,6.486251782799931e-05,0.8,0.9,-4.0,0.0008827679900456743,0.5,10,128,medium,8,0.8119283913868046,,PRUNED
83,83,50.737378,2021-01-07 08:16:49.951370,2021-01-07 11:02:44.629827,0 days 02:45:54.678457,relu,8,0.4,2.2091870514273554e-08,0.98,0.9,0.25641079801777167,0.0008864207460906577,0.7,10,64,medium,-1,0.4477961561591518,,COMPLETE
84,84,50.737378,2021-01-07 08:32:31.318171,2021-01-07 09:57:21.284071,0 days 01:24:49.965900,relu,32,0.3,0.00011307570126723193,0.95,0.98,-2.860670204352103,0.0008571456117550685,2.0,10,16,medium,8,0.7331978929905361,,COMPLETE
85,85,50.737378,2021-01-07 08:46:34.702686,2021-01-07 11:38:44.453594,0 days 02:52:09.750908,relu,8,0.3,1.3785807770009533e-05,0.95,0.98,-1.8848373741415356,0.0005088479467002534,0.7,10,32,medium,8,0.6913432734568571,,COMPLETE
86,86,50.737378,2021-01-07 09:57:21.311612,2021-01-07 10:22:12.558585,0 days 00:24:51.246973,relu,8,0.3,3.0554932590478616e-07,1.0,0.98,-3.0922324935959713,0.018873441267935987,0.7,1,32,medium,8,0.12645013934806165,,COMPLETE
87,87,50.737378,2021-01-07 10:22:12.600191,2021-01-07 13:10:52.245876,0 days 02:48:39.645685,relu,8,0.2,0.0022390515616507647,0.99,0.95,-1.6913709812848383,0.00016941726999245986,0.7,10,32,medium,-1,0.0748791827194223,,COMPLETE
88,88,50.737378,2021-01-07 11:02:44.659403,2021-01-07 16:29:44.328646,0 days 05:26:59.669243,tanh,8,0.3,2.721864810483809e-07,0.95,0.9,-3.073682873072191,0.000400278883132097,0.7,20,32,medium,64,0.2164170666999349,,COMPLETE
89,89,50.737378,2021-01-07 11:05:15.326950,2021-01-07 11:30:07.711754,0 days 00:24:52.384804,relu,8,0.1,8.3263219310193e-06,0.95,0.9,-1.6349271022691614,0.000128682748247402,0.3,1,512,small,8,0.9999999999999999,,COMPLETE
90,90,166.261688,2021-01-07 11:30:07.740579,2021-01-07 16:53:30.622019,0 days 05:23:22.881440,tanh,8,0.1,0.09999999999999999,0.92,0.98,-4.0,1e-05,5.0,20,1024,medium,64,0.9999999999999999,,COMPLETE
91,91,50.737378,2021-01-07 11:38:44.481809,2021-01-07 17:13:34.654612,0 days 05:34:50.172803,relu,8,0.3,0.00016255110822762896,0.98,0.995,-3.130847661988881,0.03434624598234619,0.3,20,32,medium,128,0.9999999999999999,,COMPLETE
92,92,175.126677,2021-01-07 13:10:52.273296,2021-01-07 18:49:58.055004,0 days 05:39:05.781708,relu,8,0.4,1e-08,0.92,0.9999,-3.1035333502843265,0.0002969585359759042,0.3,20,32,medium,-1,0.9999999999999999,,COMPLETE
93,93,-671.800072,2021-01-07 16:29:44.357485,2021-01-07 18:04:24.362199,0 days 01:34:40.004714,relu,8,0.1,5.362327686985232e-07,0.9,0.999,-3.890780200276528,0.005560484815960555,0.9,20,1024,medium,-1,0.9999999999999999,,PRUNED
94,94,50.737378,2021-01-07 16:53:30.651563,2021-01-07 22:30:40.175638,0 days 05:37:09.524075,relu,8,0.1,1e-08,0.8,0.9999,0.11368056221358813,1.3940232465940517e-05,1.0,20,8,medium,-1,0.0,,COMPLETE
95,95,-604.454725,2021-01-07 17:13:34.689064,2021-01-07 18:50:36.227637,0 days 01:37:01.538573,relu,8,0.1,0.09999999999999999,0.8,0.9999,-4.0,1e-05,5.0,20,2048,medium,256,0.9999999999999999,,PRUNED
96,96,-438.946868,2021-01-07 18:04:24.374886,2021-01-07 19:45:52.055497,0 days 01:41:27.680611,relu,8,0.1,0.09999999999999999,0.8,0.95,-3.9646081733594887,1e-05,5.0,20,2048,medium,128,0.9999999999999999,,PRUNED
97,97,-4236.781872,2021-01-07 18:49:58.082855,2021-01-07 19:00:04.610028,0 days 00:10:06.527173,tanh,64,0.1,0.0028737686113158834,0.99,0.995,-1.5124814910413158,0.03162937973914177,0.6,10,512,medium,256,0.0,,PRUNED
98,98,50.737378,2021-01-07 18:50:36.239610,2021-01-07 19:25:21.567587,0 days 00:34:45.327977,tanh,32,0.3,1e-08,0.9,0.9,-1.5122569671029256,0.6659757096639506,0.7,5,512,small,256,0.0,,COMPLETE
99,99,50.737378,2021-01-07 19:00:04.623019,2021-01-07 19:15:31.589095,0 days 00:15:26.966076,tanh,32,0.3,1e-08,0.95,0.995,-1.6263954171738884,0.13621114261632702,0.9,1,512,medium,256,0.0,,COMPLETE
100,100,50.737378,2021-01-07 19:15:31.617577,2021-01-07 22:24:35.237002,0 days 03:09:03.619425,tanh,8,0.1,1e-08,0.98,0.9,-3.067663691073832,1e-05,1.0,10,32,medium,-1,0.7425519408201581,,COMPLETE
101,101,-617.494883,2021-01-07 19:25:21.594482,2021-01-07 19:29:22.141610,0 days 00:04:00.547128,relu,256,0.1,0.00017441659169230303,0.92,0.95,-3.8612943307737266,0.0003791485411387615,0.6,5,1024,medium,-1,0.9999999999999999,,PRUNED
102,102,,2021-01-07 19:29:22.154463,2021-01-07 20:00:31.922669,0 days 00:31:09.768206,relu,64,0.2,1.4006684537337379e-05,0.95,0.999,0.13411576277000758,0.9999999999999999,0.9,5,8,medium,-1,0.0,,PRUNED
103,103,,2021-01-07 19:45:52.066992,2021-01-07 20:40:42.976620,0 days 00:54:50.909628,relu,128,0.1,1.0064000369085476e-05,1.0,0.9999,0.1222494835681287,0.9999999999999999,0.3,10,8,medium,-1,0.0,,PRUNED
104,104,,2021-01-07 20:00:31.933445,2021-01-07 20:57:34.897480,0 days 00:57:02.964035,relu,16,0.1,1e-08,0.92,0.999,0.13007875807690006,0.9999999999999999,5.0,10,8,medium,-1,0.0,,PRUNED
