,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,system_attrs_fail_reason,state
20,20,177.96685,2020-12-18 11:26:12.595349,2020-12-18 11:44:55.281596,0 days 00:18:42.686247,256.0,1000000.0,0.999,10000.0,-3.307464251131936,2.3091378121194494e-05,big,0.01,512.0,,COMPLETE
21,21,103.37358100000002,2020-12-18 11:44:55.303485,2020-12-18 11:50:56.850140,0 days 00:06:01.546655,64.0,1000000.0,0.95,1000.0,-3.2866669370331496,0.0069253350171849136,small,0.005,32.0,,PRUNED
22,22,103.37358100000002,2020-12-18 11:50:56.858863,2020-12-18 11:55:10.083299,0 days 00:04:13.224436,256.0,100000.0,0.995,10000.0,-3.408891485332625,0.09173926059133572,medium,0.005,128.0,,PRUNED
23,23,189.801784,2020-12-18 11:55:10.090691,2020-12-18 12:15:45.413705,0 days 00:20:35.323014,64.0,100000.0,0.999,0.0,-2.302536315598423,0.0067883240974108,small,0.005,512.0,,COMPLETE
24,24,103.37358100000002,2020-12-18 12:15:45.432906,2020-12-18 12:21:54.434110,0 days 00:06:09.001204,512.0,100000.0,0.98,1000.0,-2.1317953142733383,0.6471535710956751,big,0.001,32.0,,PRUNED
25,25,,2020-12-18 12:21:54.439876,2020-12-18 12:28:02.099014,0 days 00:06:07.659138,256.0,100000.0,0.98,0.0,-0.544304839841177,0.04378405140222744,small,0.02,256.0,,PRUNED
26,26,-27.453118,2020-12-18 12:28:02.106872,2020-12-18 12:30:15.806189,0 days 00:02:13.699317,64.0,1000000.0,0.98,20000.0,0.07472357460038292,0.0481668961038441,big,0.02,32.0,,PRUNED
27,27,103.37358100000002,2020-12-18 12:30:15.813047,2020-12-18 12:32:26.565535,0 days 00:02:10.752488,32.0,1000000.0,0.98,20000.0,-3.533581182269313,0.8850645594546285,big,0.005,8.0,,PRUNED
28,28,173.505616,2020-12-18 12:32:26.571728,2020-12-18 12:50:56.527332,0 days 00:18:29.955604,32.0,10000.0,0.95,10000.0,-1.0770812748400589,0.00024379361823295196,small,0.001,16.0,,COMPLETE
29,29,181.640493,2020-12-18 12:50:56.547126,2020-12-18 13:11:35.488065,0 days 00:20:38.940939,16.0,1000000.0,0.999,0.0,-2.1250735735861213,0.00040655492744437363,medium,0.01,16.0,,COMPLETE
30,30,175.9835,2020-12-18 13:11:35.507053,2020-12-18 13:30:36.040038,0 days 00:19:00.532985,64.0,1000000.0,0.9999,10000.0,-2.911091159623708,0.0009800377581707176,big,0.01,64.0,,COMPLETE
31,31,179.397829,2020-12-18 13:30:36.072896,2020-12-18 13:47:17.669585,0 days 00:16:41.596689,32.0,10000.0,0.99,20000.0,-3.834741113229108,0.0004482463767948371,small,0.02,8.0,,COMPLETE
32,32,103.37358100000002,2020-12-18 13:47:17.689069,2020-12-18 14:08:12.434958,0 days 00:20:54.745889,32.0,100000.0,0.99,0.0,-2.669104831200103,0.00016813358114754867,big,0.02,64.0,,COMPLETE
33,33,175.664165,2020-12-18 14:08:12.454189,2020-12-18 14:27:33.254288,0 days 00:19:20.800099,64.0,100000.0,0.995,10000.0,-2.2781869607101566,0.0005834769243963882,big,0.02,32.0,,COMPLETE
34,34,176.125128,2020-12-18 14:27:33.274025,2020-12-18 14:48:59.395826,0 days 00:21:26.121801,128.0,100000.0,0.995,0.0,-0.9633858720382902,1.2606838789047735e-05,medium,0.02,16.0,,COMPLETE
35,35,,2020-12-18 14:48:59.502084,2020-12-18 14:58:43.646877,0 days 00:09:44.144793,128.0,10000.0,0.999,10000.0,-1.3538630019604385,0.019329804344717403,big,0.005,64.0,,PRUNED
36,36,117.600652,2020-12-18 14:58:43.656130,2020-12-18 15:02:54.097649,0 days 00:04:10.441519,64.0,100000.0,0.95,10000.0,-0.13367866787686022,0.0004480124853657691,small,0.001,16.0,,PRUNED
37,37,122.692839,2020-12-18 15:02:54.103351,2020-12-18 15:19:23.911438,0 days 00:16:29.808087,128.0,100000.0,0.9,20000.0,-3.2607235678865045,8.112926675710393e-05,small,0.02,16.0,,COMPLETE
38,38,157.842172,2020-12-18 15:19:23.930286,2020-12-18 15:23:43.719895,0 days 00:04:19.789609,128.0,100000.0,0.99,10000.0,0.5355920374602414,1.1134387544392794e-05,big,0.01,512.0,,PRUNED
39,39,187.391422,2020-12-18 15:23:43.726899,2020-12-18 15:43:09.269089,0 days 00:19:25.542190,256.0,100000.0,0.99,1000.0,-0.11054315605573795,0.0003780942815886031,small,0.001,256.0,,COMPLETE
40,40,103.37358100000002,2020-12-18 15:43:09.288060,2020-12-18 15:47:09.906449,0 days 00:04:00.618389,256.0,10000.0,0.98,10000.0,-3.6554814181543906,0.0022666666853813425,medium,0.005,8.0,,PRUNED
41,41,145.974146,2020-12-18 15:47:09.915207,2020-12-18 16:02:55.465021,0 days 00:15:45.549814,128.0,100000.0,0.95,20000.0,-1.029888062299376,0.00010834585592379117,medium,0.02,8.0,,COMPLETE
42,42,185.633865,2020-12-18 16:02:55.485998,2020-12-18 16:22:27.380436,0 days 00:19:31.894438,512.0,1000000.0,0.995,1000.0,-0.9083237341820105,1.2166730028530135e-05,medium,0.005,64.0,,COMPLETE
43,43,122.07173,2020-12-18 16:22:27.399529,2020-12-18 16:40:18.686791,0 days 00:17:51.287262,64.0,100000.0,0.9,10000.0,0.41500286195384817,3.568769952833526e-05,medium,0.001,256.0,,COMPLETE
44,44,103.37358100000002,2020-12-18 16:40:18.706317,2020-12-18 16:47:26.984473,0 days 00:07:08.278156,64.0,10000.0,0.9,0.0,0.9563971983773438,0.06202815864106925,big,0.01,128.0,,PRUNED
45,45,,2020-12-18 16:47:26.992148,2020-12-18 16:54:03.991861,0 days 00:06:36.999713,512.0,10000.0,0.95,0.0,-2.580298920590874,0.07175835422481429,small,0.001,16.0,,PRUNED
46,46,,2020-12-18 16:54:03.999528,,,,,,,,,,,,,RUNNING
47,47,855.278247,2020-12-18 18:49:07.346340,2020-12-18 20:00:38.719999,0 days 01:11:31.373659,128.0,10000.0,0.995,10000.0,0.1077727646669473,0.0009409695761344705,medium,0.005,8.0,,COMPLETE
48,48,867.661316,2020-12-18 20:00:38.739266,2020-12-18 21:10:57.258382,0 days 01:10:18.519116,512.0,100000.0,0.995,10000.0,-1.1497673522228733,3.0084372859429972e-05,big,0.005,256.0,,COMPLETE
49,49,433.95922099999996,2020-12-18 21:10:57.280501,2020-12-18 22:20:46.175635,0 days 01:09:48.895134,512.0,1000000.0,0.999,1000.0,-2.7414340932641235,1.5787715369933907e-05,medium,0.01,256.0,,COMPLETE
50,50,433.95922099999996,2020-12-18 22:20:46.197091,2020-12-18 23:30:28.546127,0 days 01:09:42.349036,512.0,10000.0,0.999,1000.0,-1.4253356193313458,0.000287871062047444,small,0.02,512.0,,COMPLETE
51,51,766.101732,2020-12-18 23:30:28.567278,2020-12-19 00:42:03.341675,0 days 01:11:34.774397,128.0,1000000.0,0.9999,1000.0,-2.5519672460263947,0.004385032527632192,medium,0.01,8.0,,COMPLETE
52,52,,2020-12-19 00:42:03.362154,2020-12-19 01:51:15.830085,0 days 01:09:12.467931,16.0,1000000.0,0.98,0.0,-3.0417954709406807,0.024650368729798013,small,0.001,16.0,"Trial 52 failed, because the objective function returned nan.",FAIL
53,53,770.407522,2020-12-19 01:51:15.842620,2020-12-19 02:54:57.029850,0 days 01:03:41.187230,64.0,100000.0,0.98,0.0,-3.7220110835217803,0.001427630206006715,big,0.001,512.0,,COMPLETE
54,54,839.162758,2020-12-19 02:54:57.061431,2020-12-19 03:50:47.223692,0 days 00:55:50.162261,128.0,10000.0,0.9999,10000.0,-3.3965418382566863,0.0023416518000454497,small,0.01,8.0,,COMPLETE
55,55,688.502865,2020-12-19 03:50:47.241153,2020-12-19 05:01:34.280371,0 days 01:10:47.039218,16.0,1000000.0,0.99,10000.0,0.07140970639981781,3.85751696276943e-05,big,0.02,32.0,,COMPLETE
56,56,,2020-12-19 05:01:34.302740,2020-12-19 06:16:55.290078,0 days 01:15:20.987338,128.0,10000.0,0.95,0.0,-3.3429969247766103,0.009914717696181411,small,0.01,64.0,"Trial 56 failed, because the objective function returned nan.",FAIL
57,57,838.423548,2020-12-19 05:19:55.051852,2020-12-19 06:37:53.421032,0 days 01:17:58.369180,256.0,1000000.0,0.999,0.0,0.98591467511792,5.955083534217817e-05,big,0.001,128.0,,COMPLETE
58,58,693.855281,2020-12-19 06:37:53.446971,2020-12-19 07:52:11.456668,0 days 01:14:18.009697,256.0,1000000.0,0.995,0.0,0.6653755169014044,0.00011560239485434775,big,0.02,512.0,,COMPLETE
59,59,433.95922099999996,2020-12-19 07:52:11.478694,2020-12-19 09:00:50.038716,0 days 01:08:38.560022,32.0,100000.0,0.995,0.0,-0.22084847364482885,0.7668470563953963,small,0.01,256.0,,COMPLETE
60,60,-1225.423746,2020-12-19 09:00:50.072842,2020-12-19 09:21:42.255243,0 days 00:20:52.182401,256.0,100000.0,0.95,1000.0,-1.8894004209168935,0.1706611198837596,small,0.001,128.0,,PRUNED
61,61,433.95922099999996,2020-12-19 09:21:42.266300,2020-12-19 10:31:16.148126,0 days 01:09:33.881826,32.0,1000000.0,0.98,0.0,-0.22402227301498678,0.2669217610021767,small,0.005,16.0,,COMPLETE
62,62,717.199466,2020-12-19 10:31:16.239580,2020-12-19 11:40:34.011517,0 days 01:09:17.771937,128.0,100000.0,0.99,1000.0,-1.6151338173253738,0.0004659136228712127,small,0.02,256.0,,COMPLETE
63,63,819.6075130000002,2020-12-19 11:40:34.033244,2020-12-19 12:52:31.992603,0 days 01:11:57.959359,128.0,100000.0,0.995,0.0,0.43977260603399504,2.8030004865848844e-05,medium,0.02,512.0,,COMPLETE
64,64,433.95922099999996,2020-12-19 12:52:32.016968,2020-12-19 14:03:04.186429,0 days 01:10:32.169461,32.0,100000.0,0.99,0.0,-0.9913324314516445,0.1459496230381017,medium,0.02,128.0,,COMPLETE
65,65,774.017038,2020-12-19 14:03:04.206175,2020-12-19 15:12:37.065908,0 days 01:09:32.859733,32.0,1000000.0,0.995,1000.0,-3.0956437421883485,0.0008473483277052261,small,0.005,512.0,,COMPLETE
66,66,433.95922099999996,2020-12-19 15:12:37.091411,2020-12-19 16:19:39.308919,0 days 01:07:02.217508,128.0,100000.0,0.999,20000.0,0.7582212252267233,0.023910945217116022,medium,0.001,64.0,,COMPLETE
67,67,819.9986139999999,2020-12-19 16:19:39.331421,2020-12-19 17:25:32.906209,0 days 01:05:53.574788,32.0,10000.0,0.99,20000.0,-3.5472119762113032,0.012824466099558207,big,0.02,16.0,,COMPLETE
68,68,833.1704150000002,2020-12-19 17:25:32.998452,2020-12-19 18:29:49.815972,0 days 01:04:16.817520,32.0,1000000.0,0.99,20000.0,-1.4611133715855265,0.0005145307714586831,medium,0.01,512.0,,COMPLETE
69,69,-1225.423746,2020-12-19 18:29:49.851164,2020-12-19 18:50:11.851118,0 days 00:20:21.999954,64.0,1000000.0,0.98,1000.0,-0.11117817187027335,0.009984686619289097,big,0.005,32.0,,PRUNED
70,70,804.904571,2020-12-19 18:50:11.860147,2020-12-19 19:56:47.442079,0 days 01:06:35.581932,256.0,1000000.0,0.999,0.0,0.5921256960392238,0.007523348609587478,small,0.01,8.0,,COMPLETE
71,71,,2020-12-19 19:56:47.462648,2020-12-19 20:58:14.951818,0 days 01:01:27.489170,32.0,100000.0,0.98,20000.0,-3.281691443767086,0.02217252405300295,small,0.02,128.0,"Trial 71 failed, because the objective function returned nan.",FAIL
72,72,433.95922099999996,2020-12-19 20:58:14.961686,2020-12-19 22:06:22.010004,0 days 01:08:07.048318,64.0,1000000.0,0.999,0.0,0.1413048865735389,0.005787861554247386,medium,0.005,32.0,,COMPLETE
73,73,,2020-12-19 22:06:22.042989,2020-12-19 22:25:55.328047,0 days 00:19:33.285058,64.0,10000.0,0.999,1000.0,-3.9409159025573675,0.59158676685367,small,0.01,64.0,,PRUNED
74,74,806.325998,2020-12-19 22:25:55.339826,2020-12-19 23:33:25.731624,0 days 01:07:30.391798,512.0,100000.0,0.995,0.0,-3.1021491441046494,0.002315090748713511,big,0.005,256.0,,COMPLETE
75,75,,2020-12-19 23:33:25.752511,2020-12-20 00:35:32.258450,0 days 01:02:06.505939,256.0,10000.0,0.995,20000.0,-1.5639298355570483,0.009525207005450053,small,0.005,8.0,"Trial 75 failed, because the objective function returned nan.",FAIL
76,76,843.787118,2020-12-20 00:35:32.267023,2020-12-20 01:38:11.702610,0 days 01:02:39.435587,512.0,1000000.0,0.995,20000.0,0.469424681473944,0.0010271693113229694,small,0.001,64.0,,COMPLETE
77,77,,2020-12-20 01:38:11.723722,2020-12-20 02:43:05.437595,0 days 01:04:53.713873,512.0,10000.0,0.99,10000.0,-2.367974035618895,0.08719438677013998,small,0.01,32.0,"Trial 77 failed, because the objective function returned nan.",FAIL
78,78,828.2715190000001,2020-12-20 02:43:05.449562,2020-12-20 03:49:55.916189,0 days 01:06:50.466627,256.0,100000.0,0.99,1000.0,-2.7341490979856413,0.02147779476563468,big,0.01,128.0,,COMPLETE
79,79,796.138669,2020-12-20 03:49:55.936805,2020-12-20 04:52:05.728101,0 days 01:02:09.791296,16.0,1000000.0,0.95,20000.0,0.6840855166386755,0.0008498179859702334,medium,0.01,16.0,,COMPLETE
80,80,701.823237,2020-12-20 04:52:05.825820,2020-12-20 05:54:56.378807,0 days 01:02:50.552987,32.0,1000000.0,0.95,20000.0,-2.1629685872914415,1.8275424251468006e-05,medium,0.01,64.0,,COMPLETE
81,81,818.071474,2020-12-20 05:54:56.400615,2020-12-20 07:01:50.314288,0 days 01:06:53.913673,256.0,100000.0,0.995,1000.0,-0.720647434902566,0.00017907010103810212,small,0.001,512.0,,COMPLETE
82,82,433.95922099999996,2020-12-20 07:01:50.335193,2020-12-20 08:08:00.538286,0 days 01:06:10.203093,64.0,100000.0,0.98,10000.0,-3.9398649626485636,0.7111782601117567,big,0.02,16.0,,COMPLETE
83,83,807.591919,2020-12-20 08:08:00.632590,2020-12-20 09:13:45.440154,0 days 01:05:44.807564,64.0,1000000.0,0.999,0.0,0.9075883590212213,0.0013075903315783487,small,0.005,8.0,,COMPLETE
84,84,433.95922099999996,2020-12-20 09:13:45.460443,2020-12-20 10:20:14.791974,0 days 01:06:29.331531,128.0,1000000.0,0.9999,10000.0,-3.1313329735629116,0.3485769026431885,medium,0.005,8.0,,COMPLETE
85,85,433.95922099999996,2020-12-20 10:20:14.812243,2020-12-20 11:27:25.736299,0 days 01:07:10.924056,512.0,1000000.0,0.98,0.0,-0.030017970428418472,0.004003971349280188,medium,0.02,512.0,,COMPLETE
86,86,433.95922099999996,2020-12-20 11:27:25.757833,2020-12-20 12:35:06.873895,0 days 01:07:41.116062,256.0,10000.0,0.9999,0.0,-2.901614626544696,4.3195675073759685e-05,medium,0.005,32.0,,COMPLETE
87,87,,2020-12-20 12:35:06.907020,2020-12-20 13:40:39.046772,0 days 01:05:32.139752,16.0,10000.0,0.99,1000.0,-1.174683521277045,0.03438747373666666,small,0.001,64.0,"Trial 87 failed, because the objective function returned nan.",FAIL
88,88,812.078726,2020-12-20 13:40:39.060958,2020-12-20 14:47:00.551542,0 days 01:06:21.490584,32.0,1000000.0,0.9999,1000.0,-1.237006619347091,0.0017008551107018722,medium,0.005,8.0,,COMPLETE
89,89,745.631201,2020-12-20 14:47:00.567080,2020-12-20 15:53:03.149273,0 days 01:06:02.582193,128.0,100000.0,0.99,10000.0,-3.995052797353114,0.006045558088328841,big,0.01,64.0,,COMPLETE
90,90,433.95922099999996,2020-12-20 15:53:03.183268,2020-12-20 16:55:45.379922,0 days 01:02:42.196654,32.0,100000.0,0.9,20000.0,0.21262649149147173,0.09899208974048015,big,0.005,256.0,,COMPLETE
91,91,,2020-12-20 16:55:45.404046,2020-12-20 17:11:34.389875,0 days 00:15:48.985829,512.0,100000.0,0.9999,20000.0,-3.6737744156635426,0.2228264425095393,small,0.01,64.0,,PRUNED
92,92,,2020-12-20 17:11:34.398842,2020-12-20 17:26:54.878322,0 days 00:15:20.479480,32.0,1000000.0,0.9,20000.0,-2.850853807025332,0.21578052087469976,small,0.005,16.0,,PRUNED
93,93,727.91563,2020-12-20 17:26:54.888856,2020-12-20 18:33:45.317173,0 days 01:06:50.428317,32.0,10000.0,0.999,1000.0,-0.9329212195125081,2.502648439560166e-05,medium,0.001,128.0,,COMPLETE
94,94,804.35655,2020-12-20 18:33:45.338269,2020-12-20 19:38:57.109442,0 days 01:05:11.771173,256.0,10000.0,0.9999,10000.0,-0.2655107543670958,0.0021995980820004608,big,0.001,16.0,,COMPLETE
95,95,433.95922099999996,2020-12-20 19:38:57.130133,2020-12-20 20:41:36.095968,0 days 01:02:38.965835,512.0,10000.0,0.95,20000.0,-2.5895103804444233,0.15482417608265184,small,0.02,256.0,,COMPLETE
96,96,838.357864,2020-12-20 20:41:36.117435,2020-12-20 21:46:55.589740,0 days 01:05:19.472305,256.0,1000000.0,0.995,10000.0,-2.590335128605333,0.0004499061859946393,big,0.01,32.0,,COMPLETE
97,97,767.988435,2020-12-20 21:46:55.609365,2020-12-20 22:50:29.249647,0 days 01:03:33.640282,64.0,1000000.0,0.99,20000.0,-1.9360598969870706,0.0016201422730475821,medium,0.001,256.0,,COMPLETE
98,98,778.908589,2020-12-20 22:50:29.270102,2020-12-20 23:53:37.273401,0 days 01:03:08.003299,256.0,100000.0,0.95,20000.0,-1.3881213614268222,0.0008464284434935931,big,0.005,32.0,,COMPLETE
99,99,-1225.423746,2020-12-20 23:53:37.295023,2020-12-21 00:13:29.891899,0 days 00:19:52.596876,16.0,10000.0,0.95,0.0,0.9849652699167306,0.02336024930220539,small,0.01,256.0,,PRUNED
100,100,,2020-12-21 00:13:29.902581,2020-12-21 01:20:10.089095,0 days 01:06:40.186514,16.0,1000000.0,0.999,1000.0,-3.856680167280418,0.009974276767673554,medium,0.001,16.0,"Trial 100 failed, because the objective function returned nan.",FAIL
101,101,433.95922099999996,2020-12-21 01:20:10.098892,2020-12-21 02:21:56.127553,0 days 01:01:46.028661,16.0,1000000.0,0.9,20000.0,-3.953538166657939,0.18334356035048688,small,0.02,64.0,,COMPLETE
102,102,843.7650040000001,2020-12-21 02:21:56.148183,2020-12-21 03:30:11.383651,0 days 01:08:15.235468,128.0,10000.0,0.9999,1000.0,-1.3840560602501477,0.0006026187047605309,big,0.005,64.0,,COMPLETE
103,103,847.079523,2020-12-21 03:30:11.409595,2020-12-21 04:38:31.427917,0 days 01:08:20.018322,128.0,10000.0,0.99,0.0,0.255837894286179,8.838560471687334e-05,big,0.001,64.0,,COMPLETE
104,104,768.382764,2020-12-21 04:38:31.448967,2020-12-21 05:44:07.498224,0 days 01:05:36.049257,512.0,100000.0,0.9999,10000.0,-0.313994611850533,0.0008821950694100421,medium,0.001,16.0,,COMPLETE
105,105,827.752082,2020-12-21 05:44:07.591677,2020-12-21 06:47:57.244556,0 days 01:03:49.652879,64.0,1000000.0,0.99,10000.0,-0.7451883046747643,0.002923797688200125,small,0.02,128.0,,COMPLETE
106,106,433.95922099999996,2020-12-21 06:47:57.266746,2020-12-21 07:54:39.818578,0 days 01:06:42.551832,256.0,100000.0,0.995,0.0,0.8141101789262972,0.4750585978480922,small,0.02,64.0,,COMPLETE
107,107,846.432517,2020-12-21 07:54:39.852795,2020-12-21 08:56:11.649430,0 days 01:01:31.796635,32.0,100000.0,0.999,20000.0,-1.6728435776751662,0.004206055979163215,small,0.02,64.0,,COMPLETE
108,108,868.4532579999999,2020-12-21 08:56:11.670676,2020-12-21 10:02:27.029159,0 days 01:06:15.358483,64.0,100000.0,0.99,10000.0,0.8471534048522571,0.0003432195347586199,medium,0.001,16.0,,COMPLETE
109,109,801.220666,2020-12-21 10:02:27.122747,2020-12-21 11:04:20.977381,0 days 01:01:53.854634,16.0,100000.0,0.99,20000.0,-0.3532109489321362,0.0003866292345525751,small,0.02,16.0,,COMPLETE
110,110,433.95922099999996,2020-12-21 11:04:20.997955,2020-12-21 12:11:42.678664,0 days 01:07:21.680709,512.0,100000.0,0.98,1000.0,-1.1109662078592417,0.17885086611040882,big,0.005,32.0,,COMPLETE
111,111,433.95922099999996,2020-12-21 12:11:42.713635,2020-12-21 13:15:59.363419,0 days 01:04:16.649784,16.0,1000000.0,0.95,10000.0,-1.2677195663116274,0.29276189470091546,small,0.001,16.0,,COMPLETE
112,112,810.215178,2020-12-21 13:15:59.460793,2020-12-21 14:23:10.374557,0 days 01:07:10.913764,512.0,100000.0,0.999,1000.0,-1.244405040241999,3.7101538088226424e-05,big,0.005,8.0,,COMPLETE
113,113,760.76516,2020-12-21 14:23:10.395780,2020-12-21 15:31:20.066896,0 days 01:08:09.671116,64.0,1000000.0,0.9999,0.0,-2.0937755516318006,4.3839495175548905e-05,medium,0.02,128.0,,COMPLETE
114,114,638.611759,2020-12-21 15:31:20.087535,2020-12-21 16:37:06.795078,0 days 01:05:46.707543,64.0,100000.0,0.95,1000.0,-1.9286185255881412,3.369569307334443e-05,small,0.001,32.0,,COMPLETE
115,115,433.95922099999996,2020-12-21 16:37:06.828411,2020-12-21 17:44:14.928522,0 days 01:07:08.100111,512.0,1000000.0,0.99,1000.0,-3.8921372820462605,0.2957656041057675,medium,0.01,256.0,,COMPLETE
116,116,477.685468,2020-12-21 17:44:14.950010,2020-12-21 18:52:13.932679,0 days 01:07:58.982669,128.0,1000000.0,0.9,1000.0,-0.9487262775427499,0.0003515897201082989,big,0.005,8.0,,COMPLETE
117,117,433.95922099999996,2020-12-21 18:52:13.956665,2020-12-21 19:55:58.338515,0 days 01:03:44.381850,16.0,100000.0,0.95,10000.0,0.4542898138625482,0.6336528915310846,small,0.001,16.0,,COMPLETE
118,118,433.95922099999996,2020-12-21 19:55:58.362069,2020-12-21 20:57:45.048185,0 days 01:01:46.686116,16.0,100000.0,0.99,20000.0,0.6935015516125063,0.011734475673552135,medium,0.005,8.0,,COMPLETE
119,119,433.95922099999996,2020-12-21 20:57:45.068802,2020-12-21 22:04:53.163463,0 days 01:07:08.094661,512.0,100000.0,0.99,1000.0,-3.3387622876798466,3.551786623360792e-05,big,0.005,8.0,,COMPLETE
120,120,,2020-12-21 22:04:53.184866,2020-12-21 23:11:29.996998,0 days 01:06:36.812132,16.0,1000000.0,0.95,1000.0,-1.3680821781701167,0.014532333467736512,big,0.02,32.0,"Trial 120 failed, because the objective function returned nan.",FAIL
121,121,825.880161,2020-12-21 23:11:30.006667,2020-12-22 00:16:41.142349,0 days 01:05:11.135682,32.0,100000.0,0.99,1000.0,-0.1358311671832677,4.907856192367815e-05,medium,0.005,32.0,,COMPLETE
122,122,518.225782,2020-12-22 00:16:41.162271,2020-12-22 01:12:56.315901,0 days 00:56:15.153630,512.0,100000.0,0.9,0.0,-2.463179718716545,0.00025179961342838896,small,0.01,8.0,,COMPLETE
123,123,433.95922099999996,2020-12-22 01:12:56.337246,2020-12-22 02:10:13.647374,0 days 00:57:17.310128,64.0,100000.0,0.9999,0.0,0.7339640375655812,0.11371307524734857,small,0.02,32.0,,COMPLETE
