,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,system_attrs_fail_reason,state
20,20,58.658208,2021-01-08 09:53:20.368208,2021-01-08 11:12:47.057167,0 days 01:19:26.688959,32,1000000,0.95,0,0.9999999999999999,1e-05,big,0.005,8,,COMPLETE
21,21,,2021-01-08 11:12:47.127261,2021-01-08 12:32:20.971469,0 days 01:19:33.844208,32,10000,0.995,1000,-3.0544437521900427,0.012437901185454656,big,0.01,512,"Trial 21 failed, because the objective function returned nan.",FAIL
22,22,173.2055,2021-01-08 12:32:20.980704,2021-01-08 13:50:38.265396,0 days 01:18:17.284692,16,1000000,0.995,1000,-1.9105308388310327,5.5390301977668176e-05,medium,0.02,16,,COMPLETE
23,23,168.520232,2021-01-08 13:50:38.284759,2021-01-08 15:08:44.262401,0 days 01:18:05.977642,16,1000000,0.995,1000,-1.9317159738232386,6.088678494352058e-05,medium,0.02,16,,COMPLETE
24,24,177.55552,2021-01-08 15:08:44.281307,2021-01-08 16:27:46.077518,0 days 01:19:01.796211,32,100000,0.9999,1000,0.9999999999999999,1e-05,medium,0.02,16,,COMPLETE
25,25,176.185473,2021-01-08 16:27:46.139032,2021-01-08 17:45:35.928923,0 days 01:17:49.789891,16,1000000,0.9999,0,-0.4198344882459768,0.00011536875265171246,small,0.02,32,,COMPLETE
26,26,-4076.058627,2021-01-08 17:45:35.949054,2021-01-08 18:08:02.043814,0 days 00:22:26.094760,16,1000000,0.9999,0,0.9999999999999999,0.49377771542746285,small,0.02,128,,PRUNED
27,27,53.25475300000001,2021-01-08 18:08:02.051709,2021-01-08 19:22:51.666374,0 days 01:14:49.614665,16,1000000,0.9999,0,0.1138434452894872,0.06268406958842901,small,0.02,512,,COMPLETE
28,28,-43.954435,2021-01-08 19:22:51.690935,2021-01-08 19:45:01.806751,0 days 00:22:10.115816,16,1000000,0.9999,0,0.9999999999999999,1e-05,small,0.02,256,,PRUNED
29,29,-38.279278,2021-01-08 19:45:01.814240,2021-01-08 20:07:02.112548,0 days 00:22:00.298308,16,1000000,0.9999,0,0.9999999999999999,1e-05,small,0.02,512,,PRUNED
30,30,181.967883,2021-01-08 20:07:02.119889,2021-01-08 21:21:26.345100,0 days 01:14:24.225211,16,1000000,0.9999,0,0.33374314975781605,2.5791140408739093e-05,small,0.02,16,,COMPLETE
31,31,162.33704,2021-01-08 21:21:26.454324,2021-01-08 22:35:43.768177,0 days 01:14:17.313853,16,100000,0.9999,0,0.41340978535309336,1.8121773009148128e-05,small,0.02,64,,COMPLETE
32,32,175.062857,2021-01-08 22:35:43.788414,2021-01-08 23:49:42.880273,0 days 01:13:59.091859,16,1000000,0.9999,0,0.45500909492910235,4.067921141386397e-05,small,0.02,8,,COMPLETE
33,33,66.459455,2021-01-08 23:49:42.899340,2021-01-09 01:04:44.508813,0 days 01:15:01.609473,32,1000000,0.9999,0,0.9999999999999999,1e-05,small,0.02,32,,COMPLETE
34,34,168.700272,2021-01-09 01:04:44.541072,2021-01-09 02:19:46.946665,0 days 01:15:02.405593,16,1000000,0.9999,0,-0.5355907207562973,1.990698790071328e-05,medium,0.01,16,,COMPLETE
35,35,55.561773,2021-01-09 02:19:47.020670,2021-01-09 03:32:06.144160,0 days 01:12:19.123490,32,100000,0.98,1000,0.8588143536477455,1e-05,small,0.02,256,,COMPLETE
36,36,77.35139,2021-01-09 03:32:06.177388,2021-01-09 04:42:06.176249,0 days 01:09:59.998861,16,1000000,0.999,1000,-1.8357795685644964,1e-05,small,0.02,64,,COMPLETE
37,37,170.146324,2021-01-09 04:42:06.195619,2021-01-09 05:50:53.234746,0 days 01:08:47.039127,16,100000,0.9999,10000,-0.42817252390596394,0.005895627091864285,small,0.02,8,,COMPLETE
38,38,176.049461,2021-01-09 05:50:53.253231,2021-01-09 06:59:26.110943,0 days 01:08:32.857712,32,10000,0.9999,10000,-3.2069194593026724,1.0953781517140202e-05,small,0.02,16,,COMPLETE
39,39,69.73986,2021-01-09 06:59:26.200336,2021-01-09 08:10:07.629272,0 days 01:10:41.428936,32,100000,0.9999,1000,0.48849191941617764,2.439996713536424e-05,small,0.02,16,,COMPLETE
