,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
42,42,7.39364767074585,2020-11-22 13:53:54.159913,2020-11-22 22:35:56.253463,0 days 08:42:02.093550,128,100000,0.95,20000,-1.4026145503562262,0.0004843540301428375,big,0.02,64,COMPLETE
43,43,3.633209705352783,2020-11-22 14:27:41.784827,2020-11-22 16:42:27.242830,0 days 02:14:45.458003,128,10000,0.995,0,-0.026920230938346723,0.01255227825459538,big,0.005,512,PRUNED
44,44,7.400026798248291,2020-11-22 14:49:49.667595,2020-11-22 17:20:04.402497,0 days 02:30:14.734902,32,10000,0.99,1000,0.573748623876094,0.0025657289082888076,small,0.01,512,COMPLETE
45,45,3.633209705352783,2020-11-22 16:02:24.178742,2020-11-22 18:16:07.451590,0 days 02:13:43.272848,256,100000,0.999,10000,-0.0640583038244662,0.016918290088601896,medium,0.005,32,PRUNED
46,46,5.840327262878418,2020-11-22 16:42:27.451879,2020-11-23 00:48:07.429052,0 days 08:05:39.977173,512,100000,0.99,20000,-3.663125147272531,0.0017871989584193873,big,0.001,512,COMPLETE
47,47,7.487347602844238,2020-11-22 17:20:04.451095,2020-11-22 21:32:09.940423,0 days 04:12:05.489328,16,100000,0.9,0,-2.2819106244207847,0.0001961767744112742,medium,0.005,32,COMPLETE
48,48,7.391607761383057,2020-11-22 18:16:07.472770,2020-11-23 03:07:16.949159,0 days 08:51:09.476389,256,100000,0.99,0,-1.095460537448981,5.62917983846189e-05,big,0.005,8,COMPLETE
49,49,6.039087772369385,2020-11-22 21:32:09.988566,2020-11-23 00:07:56.453523,0 days 02:35:46.464957,32,100000,0.999,10000,-2.2370639755928945,0.00017348972844489558,small,0.01,512,COMPLETE
50,50,0.8064290285110474,2020-11-22 22:35:56.323518,2020-11-23 01:07:23.971388,0 days 02:31:27.647870,256,10000,0.995,0,-1.5396136916985617,1.9716930262774275e-05,big,0.01,128,PRUNED
51,51,5.660572052001953,2020-11-23 00:07:56.502892,2020-11-23 01:31:31.665399,0 days 01:23:35.162507,32,10000,0.99,20000,-3.1148690855597607,0.00022132693683977282,big,0.01,32,PRUNED
52,52,7.801514625549316,2020-11-23 00:48:07.482061,2020-11-23 04:11:02.751454,0 days 03:22:55.269393,32,10000,0.995,1000,0.31326496906892043,0.0054751040197488715,small,0.001,512,COMPLETE
53,53,5.113250732421875,2020-11-23 01:07:24.205513,2020-11-23 06:23:23.712702,0 days 05:15:59.507189,64,100000,0.995,20000,-0.41823126562544966,0.0002968443676996718,medium,0.02,64,COMPLETE
54,54,0.75,2020-11-23 01:31:31.687514,2020-11-23 03:38:32.024332,0 days 02:07:00.336818,512,100000,0.95,1000,-3.796067462127275,0.04730525484638086,medium,0.01,16,PRUNED
55,55,7.3517961502075195,2020-11-23 03:07:17.003166,2020-11-23 08:58:48.090515,0 days 05:51:31.087349,32,100000,0.98,1000,-2.199179674520964,0.006774231970736358,medium,0.005,64,COMPLETE
56,56,7.41675329208374,2020-11-23 03:38:32.053405,2020-11-23 06:24:40.939803,0 days 02:46:08.886398,16,100000,0.98,10000,-3.2730621929936414,0.005007017666709756,small,0.001,32,COMPLETE
57,57,5.665308952331543,2020-11-23 04:11:02.797967,2020-11-23 10:35:18.075120,0 days 06:24:15.277153,16,1000000,0.95,0,-2.9037764546918945,0.001389658606343043,big,0.02,256,COMPLETE
58,58,0.8987358212471008,2020-11-23 06:23:23.790485,2020-11-23 07:33:16.940036,0 days 01:09:53.149551,64,100000,0.9999,20000,-0.9215517798412112,4.0398912017774387e-05,big,0.001,8,PRUNED
59,59,3.633209705352783,2020-11-23 06:24:41.411725,2020-11-23 07:31:03.502275,0 days 01:06:22.090550,32,10000,0.95,20000,-1.989286930907053,0.03963294339860666,medium,0.01,128,PRUNED
60,60,7.931816101074219,2020-11-23 07:31:03.527973,2020-11-23 10:12:46.881406,0 days 02:41:43.353433,16,100000,0.9999,20000,-1.5922222178378411,0.0006817632353111131,small,0.005,32,COMPLETE
61,61,3.633209705352783,2020-11-23 07:33:16.965892,2020-11-23 09:15:26.588828,0 days 01:42:09.622936,64,100000,0.98,0,-0.686810285947669,0.27848068624317346,medium,0.005,16,PRUNED
62,62,0.75,2020-11-23 08:58:48.172254,2020-11-23 10:16:39.367865,0 days 01:17:51.195611,64,100000,0.9999,20000,-0.5867603257132168,0.16108536513258878,medium,0.02,64,PRUNED
63,63,7.001382350921631,2020-11-23 09:15:26.616163,2020-11-23 12:44:42.136711,0 days 03:29:15.520548,512,1000000,0.9999,20000,-1.5038387145831988,0.019646439744579875,small,0.01,128,COMPLETE
64,64,,2020-11-23 10:12:47.057624,,,256,1000000,0.995,10000,-3.7684391893077454,0.00010696835117396892,medium,0.001,256,RUNNING
65,65,,2020-11-23 10:16:39.389358,,,256,100000,0.99,0,-1.462526178579644,0.002439801850249171,big,0.01,128,RUNNING
66,66,,2020-11-23 10:35:18.194160,,,512,1000000,0.995,1000,-2.9592623269594807,0.0004262745607548788,big,0.01,64,RUNNING
67,67,,2020-11-23 12:44:42.317735,,,128,10000,0.95,10000,-3.9871147897401773,0.013949983798659082,small,0.001,512,RUNNING
