,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
19,19,1.9955759048461914,2020-12-05 05:02:24.820570,2020-12-05 05:16:00.521299,0 days 00:13:35.700729,16,1000000,0.9999,0,-0.5153514895386131,0.023176622794956622,big,0.001,256,PRUNED
20,20,3.24847149848938,2020-12-05 05:16:00.531370,2020-12-05 05:59:08.544629,0 days 00:43:08.013259,512,10000,0.99,20000,-1.9561929384082393,0.005850074329161722,medium,0.02,256,COMPLETE
21,21,2.8239612579345703,2020-12-05 05:59:08.567877,2020-12-05 06:42:24.218527,0 days 00:43:15.650650,512,10000,0.995,20000,-2.0850088364667414,0.007459481528042877,medium,0.01,64,COMPLETE
22,22,2.22605037689209,2020-12-05 06:42:24.242682,2020-12-05 07:27:06.400663,0 days 00:44:42.157981,512,10000,0.9,10000,-1.5079037324731344,0.011525517417311535,small,0.001,512,COMPLETE
23,23,2.3594565391540527,2020-12-05 07:27:06.425362,2020-12-05 08:09:29.492700,0 days 00:42:23.067338,16,10000,0.95,20000,-1.2920474588494528,6.437145602340015e-05,big,0.02,32,COMPLETE
24,24,3.4854252338409424,2020-12-05 08:09:29.517417,2020-12-05 08:45:04.571352,0 days 00:35:35.053935,16,10000,0.995,20000,0.3009830449875235,0.07088334617333861,small,0.001,32,PRUNED
25,25,2.440124034881592,2020-12-05 08:45:04.582008,2020-12-05 09:30:08.356018,0 days 00:45:03.774010,64,10000,0.95,0,-2.967633555202268,0.012007611548644244,small,0.01,256,COMPLETE
26,26,2.361210346221924,2020-12-05 09:30:08.373804,2020-12-05 10:14:51.326664,0 days 00:44:42.952860,64,10000,0.999,0,-2.602216561856811,7.261862145773015e-05,small,0.02,64,COMPLETE
27,27,3.1483633518218994,2020-12-05 10:14:51.352757,2020-12-05 10:50:08.361778,0 days 00:35:17.009021,512,100000,0.98,20000,-0.17984580452691823,0.011504148887288589,medium,0.001,64,PRUNED
28,28,5.747951984405518,2020-12-05 10:50:08.370767,2020-12-05 11:34:33.130442,0 days 00:44:24.759675,128,10000,0.98,1000,-1.7331999961453586,0.0035095154915749482,medium,0.001,16,COMPLETE
29,29,1.873011827468872,2020-12-05 11:34:33.154210,2020-12-05 11:47:50.346849,0 days 00:13:17.192639,256,1000000,0.98,0,-3.296841047109024,0.07470046677838463,small,0.02,512,PRUNED
30,30,1.8307249546051025,2020-12-05 11:47:50.360252,2020-12-05 12:00:53.389155,0 days 00:13:03.028903,16,10000,0.98,1000,0.40314272929324435,0.003048626218557714,medium,0.02,32,PRUNED
31,31,1.696284294128418,2020-12-05 12:00:53.399015,2020-12-05 12:14:05.067829,0 days 00:13:11.668814,128,100000,0.95,1000,-3.001389999450409,0.7496994178780434,big,0.01,128,PRUNED
32,32,3.6482086181640625,2020-12-05 12:14:05.077166,2020-12-05 12:27:34.447706,0 days 00:13:29.370540,512,10000,0.98,0,0.7429085641749156,0.0026229516314359934,medium,0.005,32,PRUNED
33,33,3.6207008361816406,2020-12-05 12:27:34.461427,2020-12-05 12:40:48.680287,0 days 00:13:14.218860,16,1000000,0.9,0,-2.5674506600373563,0.4700899642806945,medium,0.001,128,PRUNED
34,34,1.8137578964233398,2020-12-05 12:40:48.690554,2020-12-05 12:51:15.856535,0 days 00:10:27.165981,128,10000,0.999,20000,-2.0597310597548195,2.8684134754193916e-05,medium,0.005,64,PRUNED
35,35,3.7533371448516846,2020-12-05 12:51:15.866027,2020-12-05 13:04:39.194838,0 days 00:13:23.328811,512,10000,0.995,0,0.1801063145054167,0.032668892791441854,medium,0.01,512,PRUNED
36,36,3.6357314586639404,2020-12-05 13:04:39.204617,2020-12-05 13:18:04.949008,0 days 00:13:25.744391,32,10000,0.98,0,-0.10378709811523734,0.17655852592978158,medium,0.01,8,PRUNED
37,37,6.749680995941162,2020-12-05 13:18:04.958055,2020-12-05 14:02:01.859680,0 days 00:43:56.901625,16,1000000,0.9999,1000,-0.6021056008721857,4.0681221565767035e-05,medium,0.02,16,COMPLETE
38,38,4.790652275085449,2020-12-05 14:02:01.879260,2020-12-05 14:46:53.607285,0 days 00:44:51.728025,512,10000,0.9999,1000,-3.062411736813511,0.00040707782766333126,big,0.005,64,COMPLETE
39,39,3.753765821456909,2020-12-05 14:46:53.630011,2020-12-05 14:58:53.976121,0 days 00:12:00.346110,512,1000000,0.999,10000,0.1525584321865816,0.020808909258346008,medium,0.001,16,PRUNED
40,40,6.0713419914245605,2020-12-05 14:58:53.987380,2020-12-05 15:42:22.371445,0 days 00:43:28.384065,16,1000000,0.995,0,-0.7040758154604112,5.1228948819958526e-05,small,0.005,128,COMPLETE
41,41,2.4916844367980957,2020-12-05 15:42:22.390963,2020-12-05 16:25:36.083923,0 days 00:43:13.692960,256,1000000,0.9999,10000,-3.654913012477684,0.0009903652809381263,big,0.005,64,COMPLETE
42,42,2.390709400177002,2020-12-05 16:25:36.106960,2020-12-05 17:10:38.990330,0 days 00:45:02.883370,512,100000,0.95,1000,-0.2806135166768784,7.558759896412069e-05,big,0.01,128,COMPLETE
43,43,1.7730302810668945,2020-12-05 17:10:39.023412,2020-12-05 17:22:38.700964,0 days 00:11:59.677552,64,10000,0.999,10000,-0.348543653858175,0.33991569913315295,medium,0.001,8,PRUNED
44,44,2.6280579566955566,2020-12-05 17:22:38.710972,2020-12-05 17:33:01.522820,0 days 00:10:22.811848,512,10000,0.95,20000,-3.277353068579589,0.0003620725536031234,small,0.01,64,PRUNED
45,45,2.749659538269043,2020-12-05 17:33:01.531499,2020-12-05 18:14:37.087748,0 days 00:41:35.556249,128,1000000,0.995,20000,-1.7223921844410452,0.0002922974741384541,medium,0.001,64,COMPLETE
46,46,5.411154270172119,2020-12-05 18:14:37.121070,2020-12-05 18:58:53.342672,0 days 00:44:16.221602,128,1000000,0.95,10000,-1.293757447880922,0.0010375593003086492,small,0.005,8,COMPLETE
47,47,3.6337738037109375,2020-12-05 18:58:53.366083,2020-12-05 19:10:05.184534,0 days 00:11:11.818451,512,10000,0.9,20000,0.5333084098553602,0.0797819036671426,small,0.005,8,PRUNED
48,48,1.7666234970092773,2020-12-05 19:10:05.194949,2020-12-05 19:24:07.840216,0 days 00:14:02.645267,128,1000000,0.95,1000,-2.758374478506469,0.6907061687238292,medium,0.001,64,PRUNED
49,49,1.7794609069824219,2020-12-05 19:24:07.852947,2020-12-05 19:36:37.220802,0 days 00:12:29.367855,16,10000,0.9,10000,-2.9776988257120993,0.16944378866086957,big,0.001,16,PRUNED
50,50,2.6888484954833984,2020-12-05 19:36:37.231923,2020-12-05 20:23:40.104657,0 days 00:47:02.872734,64,10000,0.9999,1000,-0.4842890434194467,0.00489798518446558,medium,0.01,32,COMPLETE
51,51,1.912038803100586,2020-12-05 20:23:40.128152,2020-12-05 20:34:38.828122,0 days 00:10:58.699970,512,10000,0.9,20000,-3.3683579751130512,0.00020275771251357304,small,0.01,512,PRUNED
52,52,1.6706472635269165,2020-12-05 20:34:38.838883,2020-12-05 20:45:45.601630,0 days 00:11:06.762747,512,100000,0.98,20000,-3.807205620501145,0.6043826138115297,small,0.02,32,PRUNED
53,53,2.2904598712921143,2020-12-05 20:45:45.610994,2020-12-05 21:29:01.874015,0 days 00:43:16.263021,128,1000000,0.98,20000,-1.181682778292143,0.0008100558744558289,small,0.02,32,COMPLETE
54,54,1.9210569858551025,2020-12-05 21:29:01.898069,2020-12-05 21:43:27.037848,0 days 00:14:25.139779,256,10000,0.9,0,-3.4893299717850517,0.04971045425684294,big,0.01,8,PRUNED
55,55,1.783653974533081,2020-12-05 21:43:27.046622,2020-12-05 21:57:21.172086,0 days 00:13:54.125464,16,10000,0.98,1000,-0.6642337910570855,0.554637610588264,medium,0.005,64,PRUNED
56,56,3.348334550857544,2020-12-05 21:57:21.182531,2020-12-05 22:44:22.895406,0 days 00:47:01.712875,256,100000,0.99,0,-1.0372139359474852,0.002119295026038283,small,0.005,128,COMPLETE
57,57,1.8910777568817139,2020-12-05 22:44:22.930802,2020-12-05 22:56:53.797736,0 days 00:12:30.866934,16,100000,0.995,10000,-3.245692946978463,0.9788121626458733,small,0.001,8,PRUNED
58,58,1.8087924718856812,2020-12-05 22:56:53.807730,2020-12-05 23:08:04.587451,0 days 00:11:10.779721,256,10000,0.95,20000,-3.578827900607958,0.0943907016359661,big,0.005,128,PRUNED
59,59,1.8628904819488525,2020-12-05 23:08:04.600059,2020-12-05 23:20:27.504095,0 days 00:12:22.904036,64,100000,0.9,10000,0.08021829340044206,3.063979530560551e-05,small,0.005,64,PRUNED
60,60,3.4970061779022217,2020-12-05 23:20:27.514265,2020-12-05 23:31:25.041087,0 days 00:10:57.526822,16,100000,0.99,20000,-3.3315700685441305,0.13274194729831176,big,0.02,128,PRUNED
61,61,1.989550232887268,2020-12-05 23:31:25.050217,2020-12-05 23:45:26.361528,0 days 00:14:01.311311,64,1000000,0.9,1000,-1.3103703534132283,0.0033537985736423544,big,0.01,64,PRUNED
62,62,3.5990853309631348,2020-12-05 23:45:26.374842,2020-12-06 00:31:39.931127,0 days 00:46:13.556285,128,100000,0.98,1000,0.8969058023823191,7.459025213693182e-05,small,0.001,64,COMPLETE
63,63,1.6161941289901733,2020-12-06 00:31:39.966821,2020-12-06 00:42:50.458455,0 days 00:11:10.491634,32,100000,0.995,20000,-3.519267629357966,0.03647181993230248,medium,0.001,16,PRUNED
64,64,7.285128593444824,2020-12-06 00:42:50.468307,2020-12-06 01:29:13.675672,0 days 00:46:23.207365,16,100000,0.98,1000,-3.0794199695046984,0.00040482477468305926,big,0.001,8,COMPLETE
65,65,2.971264362335205,2020-12-06 01:29:13.696727,2020-12-06 02:12:59.216657,0 days 00:43:45.519930,256,100000,0.99,20000,0.05453965713127662,5.8051323716335906e-05,medium,0.001,512,COMPLETE
66,66,2.1391992568969727,2020-12-06 02:12:59.244252,2020-12-06 02:27:06.377235,0 days 00:14:07.132983,256,10000,0.995,0,-3.222292986020801,3.433779587202026e-05,medium,0.005,32,PRUNED
67,67,2.185058116912842,2020-12-06 02:27:06.387666,2020-12-06 03:13:57.355753,0 days 00:46:50.968087,256,100000,0.95,0,-0.455279426952246,0.0007543405674331208,medium,0.02,64,COMPLETE
68,68,1.7547590732574463,2020-12-06 03:13:57.380974,2020-12-06 03:26:37.634211,0 days 00:12:40.253237,256,100000,0.999,10000,-2.490300891369319,0.09690544406195693,medium,0.01,64,PRUNED
69,69,1.6854463815689087,2020-12-06 03:26:37.646003,2020-12-06 03:39:23.688518,0 days 00:12:46.042515,16,100000,0.995,10000,-3.387131700003998,3.5853602080987263e-05,small,0.01,8,PRUNED
70,70,1.6884181499481201,2020-12-06 03:39:23.702939,2020-12-06 03:54:19.057117,0 days 00:14:55.354178,512,10000,0.98,1000,-0.6184211015142762,0.03367150803088086,medium,0.02,16,PRUNED
71,71,6.9721879959106445,2020-12-06 03:54:19.066663,2020-12-06 04:45:33.208691,0 days 00:51:14.142028,16,10000,0.95,20000,-2.2814902803058987,0.009544281328738849,medium,0.001,512,COMPLETE
72,72,1.7579056024551392,2020-12-06 04:45:33.248558,2020-12-06 05:01:56.785203,0 days 00:16:23.536645,64,10000,0.9,1000,0.8111513434921758,0.12430440021668886,big,0.01,64,PRUNED
73,73,1.7575414180755615,2020-12-06 05:01:56.793810,2020-12-06 05:14:39.743107,0 days 00:12:42.949297,256,1000000,0.9999,20000,-2.558193448233764,0.2962698617583288,big,0.005,512,PRUNED
74,74,2.4473929405212402,2020-12-06 05:14:39.756112,2020-12-06 05:28:33.724306,0 days 00:13:53.968194,16,10000,0.98,10000,-3.925271928076195,0.0001537316939592798,big,0.01,128,PRUNED
75,75,4.625287055969238,2020-12-06 05:28:33.740762,2020-12-06 06:24:01.657821,0 days 00:55:27.917059,256,1000000,0.9999,10000,-0.649100089771169,0.0013842319197644407,medium,0.005,64,COMPLETE
76,76,3.5114433765411377,2020-12-06 06:24:01.682862,2020-12-06 06:41:57.305002,0 days 00:17:55.622140,16,100000,0.95,1000,0.654250485518113,0.03639122292592791,small,0.01,8,PRUNED
77,77,6.387199401855469,2020-12-06 06:41:57.321920,2020-12-06 07:31:18.539614,0 days 00:49:21.217694,256,10000,0.995,20000,-3.479485352175636,0.010446986894292071,small,0.01,8,COMPLETE
78,78,3.1555755138397217,2020-12-06 07:31:18.563910,2020-12-06 07:45:57.640373,0 days 00:14:39.076463,64,1000000,0.99,0,-0.8948929126603509,0.017879269543055982,big,0.001,256,PRUNED
79,79,1.826115608215332,2020-12-06 07:45:57.654728,2020-12-06 07:59:16.295714,0 days 00:13:18.640986,128,1000000,0.95,10000,-1.458629538906111,0.09568153263157725,medium,0.02,128,PRUNED
80,80,3.57969331741333,2020-12-06 07:59:16.305685,2020-12-06 08:10:54.151023,0 days 00:11:37.845338,256,100000,0.99,20000,-1.3987833806492147,0.0343919611873849,big,0.005,8,PRUNED
81,81,3.5092978477478027,2020-12-06 08:10:54.161367,2020-12-06 08:24:07.016955,0 days 00:13:12.855588,16,100000,0.995,10000,-0.03127491821275452,0.09083320677967643,medium,0.01,8,PRUNED
82,82,2.107816219329834,2020-12-06 08:24:07.027330,2020-12-06 08:37:03.951772,0 days 00:12:56.924442,256,100000,0.95,10000,-0.9250655793025899,0.0006766858051941104,medium,0.02,256,PRUNED
83,83,4.328723430633545,2020-12-06 08:37:03.961841,2020-12-06 09:25:24.294432,0 days 00:48:20.332591,16,1000000,0.99,1000,-3.723695599950827,0.0006438487343440879,big,0.005,16,COMPLETE
84,84,2.974520206451416,2020-12-06 09:25:24.322005,2020-12-06 10:14:30.110594,0 days 00:49:05.788589,256,1000000,0.95,0,-0.5515412451138682,0.00061601557012779,big,0.001,16,COMPLETE
85,85,2.0589194297790527,2020-12-06 10:14:30.132392,2020-12-06 10:29:09.592987,0 days 00:14:39.460595,128,100000,0.9,0,-2.4988874684425006,0.00520557133767636,medium,0.005,64,PRUNED
86,86,3.564411163330078,2020-12-06 10:29:09.602486,2020-12-06 10:43:43.203554,0 days 00:14:33.601068,128,1000000,0.9999,1000,0.1568370808241779,0.08499446861777839,big,0.01,512,PRUNED
87,87,1.9062111377716064,2020-12-06 10:43:43.213071,2020-12-06 10:55:17.692602,0 days 00:11:34.479531,32,100000,0.9,20000,-1.451616128808415,0.7786716330347137,big,0.001,32,PRUNED
88,88,1.811335802078247,2020-12-06 10:55:17.701555,2020-12-06 11:43:18.555997,0 days 00:48:00.854442,32,10000,0.9,1000,-2.3116898698349133,0.014642876474994508,small,0.01,128,COMPLETE
89,89,1.7439477443695068,2020-12-06 11:43:18.592901,2020-12-06 11:54:32.899659,0 days 00:11:14.306758,16,10000,0.99,20000,-0.31237588879922384,0.7305704375197459,big,0.005,32,PRUNED
90,90,1.7973140478134155,2020-12-06 11:54:32.912333,2020-12-06 12:05:52.156313,0 days 00:11:19.243980,128,10000,0.99,20000,-3.577689841848846,0.2876126098104075,big,0.02,64,PRUNED
91,91,1.7117971181869507,2020-12-06 12:05:52.167685,2020-12-06 12:18:55.316274,0 days 00:13:03.148589,256,100000,0.99,10000,-0.014510309201199778,2.616576179098509e-05,medium,0.01,32,PRUNED
92,92,1.7706830501556396,2020-12-06 12:18:55.331675,2020-12-06 13:05:24.591865,0 days 00:46:29.260190,32,100000,0.999,10000,-1.654147395411198,0.06006235871351988,small,0.01,64,COMPLETE
93,93,1.7038843631744385,2020-12-06 13:05:24.613109,2020-12-06 13:16:39.540918,0 days 00:11:14.927809,64,100000,0.98,20000,-1.64311655197953,0.5358549743539504,small,0.02,128,PRUNED
94,94,2.4995782375335693,2020-12-06 13:16:39.554505,2020-12-06 14:05:38.637661,0 days 00:48:59.083156,256,100000,0.995,0,-1.589881566866291,0.000117467655254138,small,0.001,256,COMPLETE
95,95,1.783085584640503,2020-12-06 14:05:38.698644,2020-12-06 14:19:54.347715,0 days 00:14:15.649071,32,10000,0.9999,1000,-0.7515623351533871,0.10685592537335069,small,0.005,64,PRUNED
96,96,1.6995952129364014,2020-12-06 14:19:54.360186,2020-12-06 14:34:26.227159,0 days 00:14:31.866973,128,10000,0.9999,1000,-0.2805890627344887,0.1551793111303334,big,0.001,16,PRUNED
97,97,1.8511409759521484,2020-12-06 14:34:26.237844,2020-12-06 14:49:04.612575,0 days 00:14:38.374731,64,100000,0.995,0,0.4212842292659591,0.005146922506552788,medium,0.005,32,PRUNED
98,98,1.610539197921753,2020-12-06 14:49:04.623026,2020-12-06 15:02:08.284835,0 days 00:13:03.661809,16,10000,0.999,10000,-0.29169299119198744,0.06429025512262124,medium,0.02,256,PRUNED
99,99,1.967909812927246,2020-12-06 15:02:08.301751,2020-12-06 15:16:36.421599,0 days 00:14:28.119848,16,1000000,0.999,0,-3.3165437746275703,1.0706215353404677e-05,medium,0.005,512,PRUNED
