,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
23,23,0.75,2020-12-30 05:43:10.138185,2020-12-30 07:15:36.507907,0 days 01:32:26.369722,tanh,128.0,0.1,0.013213497767908741,0.92,0.995,-1.6811534445705218,0.27303766611347485,0.8,5.0,128.0,medium,128.0,0.5216395447226476,,COMPLETE
24,24,0.0,2020-12-30 07:15:36.543484,2020-12-30 09:09:24.529896,0 days 01:53:47.986412,tanh,64.0,0.4,8.772433766970131e-08,1.0,0.99,-0.3587847705389029,0.0625339340937671,0.8,20.0,128.0,small,8.0,0.464474982050727,,PRUNED
25,25,0.8531130000000001,2020-12-30 07:23:31.191963,2020-12-30 09:31:44.586837,0 days 02:08:13.394874,tanh,256.0,0.4,1.7022938058278602e-07,0.9,0.98,-2.5084181470245754,0.019637701618903075,5.0,10.0,128.0,small,32.0,0.404095715841146,,COMPLETE
26,26,0.75,2020-12-30 09:09:24.547054,2020-12-30 10:20:53.472305,0 days 01:11:28.925251,relu,512.0,0.4,5.612372531787513e-07,0.92,0.9,0.5183679647062807,7.333111584028656e-05,0.9,10.0,1024.0,small,8.0,0.20995047954174528,,COMPLETE
27,27,7.4434432,2020-12-30 09:31:44.627909,2020-12-31 06:57:11.088481,0 days 21:25:26.460572,relu,16.0,0.1,0.0016902020377097687,0.98,0.95,-2.8108962443191614,3.766809613349015e-05,0.3,20.0,128.0,small,16.0,0.49171847549161196,,COMPLETE
28,28,0.75,2020-12-30 10:20:53.503099,2020-12-31 08:34:10.572146,0 days 22:13:17.069047,relu,64.0,0.2,0.0001491861785950205,0.98,0.999,-2.7514029765394072,0.0001725383916463249,1.0,10.0,8.0,medium,128.0,0.9673545711237004,,COMPLETE
29,29,0.75,2020-12-30 21:49:31.063827,2020-12-31 22:25:20.345132,1 days 00:35:49.281305,relu,16.0,0.3,3.2113113205555618e-06,0.99,0.95,-1.4416197183977824,0.10194350743817283,5.0,20.0,512.0,medium,128.0,0.07693488063805665,,COMPLETE
30,30,0.75,2020-12-31 06:57:11.129652,2020-12-31 13:22:18.681852,0 days 06:25:07.552200,tanh,512.0,0.1,4.961850172652588e-08,0.8,0.95,-2.021427486593696,0.45280139488454674,0.7,20.0,64.0,small,128.0,0.5721443486596788,,COMPLETE
31,31,0.75,2020-12-31 08:34:10.608399,2020-12-31 10:38:05.078325,0 days 02:03:54.469926,relu,16.0,0.1,1.2629314580405714e-07,1.0,0.95,0.8191790971455823,0.0010043689858785548,0.6,1.0,64.0,medium,64.0,0.012170657177030031,,COMPLETE
32,32,0.75,2020-12-31 10:38:05.125241,2020-12-31 20:04:43.090266,0 days 09:26:37.965025,tanh,128.0,0.1,0.013463172786177272,0.95,0.98,-3.9920252514614742,0.07815109469040103,2.0,5.0,16.0,medium,256.0,0.08580107808392556,,COMPLETE
33,33,0.75,2020-12-31 13:22:18.710820,2021-01-02 10:54:53.462360,1 days 21:32:34.751540,relu,8.0,0.2,0.019874763193883142,0.95,0.995,0.31818799145914944,0.004302605419681048,0.7,20.0,128.0,small,256.0,0.45234752651524157,,COMPLETE
34,34,0.75,2020-12-31 20:04:43.161158,2021-01-01 06:42:49.397755,0 days 10:38:06.236597,relu,8.0,0.3,9.027497300015898e-06,0.92,0.99,0.1908775386924928,0.003312520664572593,0.7,5.0,512.0,small,128.0,0.7607851866596629,,COMPLETE
35,35,7.0977852,2020-12-31 22:25:20.381533,2021-01-01 08:27:12.218086,0 days 10:01:51.836553,relu,16.0,0.2,0.0018882007494130505,0.8,0.9999,-1.906747976474489,7.268897796343726e-05,5.0,5.0,8.0,medium,32.0,0.5698034329468555,,COMPLETE
36,36,0.75,2020-12-31 23:50:29.025324,2021-01-01 00:54:53.865113,0 days 01:04:24.839789,tanh,64.0,0.4,0.07761343296745528,0.99,0.99,-2.61135662123872,0.7601138496761612,0.9,1.0,128.0,medium,128.0,0.10330823665872912,,COMPLETE
37,37,6.513254399999999,2021-01-01 00:54:53.907236,2021-01-01 10:31:26.814083,0 days 09:36:32.906847,tanh,16.0,0.3,9.380045042744159e-05,1.0,0.995,-1.2611841803635309,0.0025779844719703944,0.5,10.0,256.0,small,128.0,0.5349333343202965,,COMPLETE
38,38,0.75,2021-01-01 06:42:49.434332,2021-01-01 17:17:38.661341,0 days 10:34:49.227009,tanh,64.0,0.1,6.328404006892023e-06,0.98,0.99,-2.4407729165020355,0.0030009815989621175,0.6,10.0,16.0,small,-1.0,0.13948337623442908,,COMPLETE
39,39,0.75,2021-01-01 08:27:12.249458,2021-01-01 09:41:57.678719,0 days 01:14:45.429261,relu,32.0,0.4,0.0011445849184887182,0.9,0.9,0.18137039861009452,0.00022259406092212634,0.9,1.0,32.0,medium,8.0,0.6544322755861235,,COMPLETE
40,40,0.75,2021-01-01 09:41:57.709434,2021-01-01 15:00:59.574479,0 days 05:19:01.865045,relu,16.0,0.4,0.004029363881006612,0.98,0.995,-0.3384472978805144,0.5279174468370872,1.0,5.0,512.0,medium,32.0,0.7973279209560257,,COMPLETE
41,41,4.402692,2021-01-01 10:31:26.846770,2021-01-01 11:30:29.468608,0 days 00:59:02.621838,relu,64.0,0.2,0.042043994494147294,1.0,0.999,-1.4052885071996517,0.0032202310610739433,0.6,1.0,256.0,medium,32.0,0.7676723255474777,,COMPLETE
42,42,0.75,2021-01-01 11:30:29.502572,2021-01-01 14:26:12.773686,0 days 02:55:43.271114,tanh,128.0,0.4,7.668435882080216e-07,0.99,0.9,0.9743877661164113,5.000567472545144e-05,0.3,20.0,512.0,small,8.0,0.2759940629386859,,COMPLETE
43,43,0.75,2021-01-01 14:26:12.807185,2021-01-02 01:01:21.186652,0 days 10:35:08.379467,relu,64.0,0.3,1.839640596386293e-07,0.9,0.95,0.12173211427385588,0.0009664298315780342,0.6,5.0,8.0,medium,16.0,0.6946632600511284,,COMPLETE
44,44,5.9257552,2021-01-01 15:00:59.607789,2021-01-02 14:24:20.698654,0 days 23:23:21.090865,tanh,8.0,0.1,0.00011573473775867955,0.98,0.995,-2.9325103346829478,3.9671812093371106e-05,0.5,10.0,512.0,small,256.0,0.7881733625176727,,COMPLETE
45,45,0.0,2021-01-01 17:17:38.709892,2021-01-02 00:17:32.329159,0 days 06:59:53.619267,tanh,8.0,0.3,6.532076325292899e-07,1.0,0.9999,-1.347921541715539,0.004505971110426575,0.3,10.0,128.0,medium,16.0,0.16042547163216025,,PRUNED
46,46,0.75,2021-01-02 00:17:32.349208,2021-01-02 04:19:56.772844,0 days 04:02:24.423636,relu,128.0,0.1,5.2848366662566544e-08,0.99,0.98,-3.8690296201202656,2.120449774613155e-05,5.0,20.0,512.0,medium,16.0,0.6257139979688079,,COMPLETE
47,47,0.80625,2021-01-02 01:01:21.220798,2021-01-02 04:17:18.192112,0 days 03:15:56.971314,tanh,8.0,0.3,5.422801066640302e-06,0.8,0.9999,-1.211237122721819,0.028435004594821817,0.5,1.0,64.0,small,-1.0,0.4254568474558357,,COMPLETE
48,48,5.3441986,2021-01-02 04:17:18.224807,2021-01-02 05:47:23.758410,0 days 01:30:05.533603,tanh,256.0,0.2,0.00020664240213609094,0.92,0.98,-1.1532052446520216,0.004009837133309641,0.5,5.0,256.0,medium,128.0,0.3589232659638196,,COMPLETE
49,49,0.75,2021-01-02 04:19:56.822565,2021-01-02 05:30:26.045123,0 days 01:10:29.222558,tanh,256.0,0.1,4.614171711717844e-05,0.8,0.999,-3.232279218540094,0.058064989640267434,0.5,1.0,2048.0,small,256.0,0.22397156679495456,,COMPLETE
50,50,0.75,2021-01-02 05:30:26.079734,2021-01-02 18:30:42.937590,0 days 13:00:16.857856,relu,512.0,0.4,0.027346485178248867,0.9,0.9999,-1.1194400507952755,0.28808870447207946,2.0,10.0,16.0,small,64.0,0.2106947063372684,,COMPLETE
51,51,6.748569399999999,2021-01-02 05:47:23.805411,2021-01-02 07:00:23.604911,0 days 01:12:59.799500,tanh,64.0,0.2,0.0014035530959822943,0.9,0.995,-3.3974255471558705,1.8691816470983034e-05,0.9,1.0,128.0,small,128.0,0.8674470418650834,,COMPLETE
52,52,0.75,2021-01-02 07:00:23.653352,2021-01-03 04:29:38.803800,0 days 21:29:15.150448,relu,16.0,0.4,2.0419968145158642e-05,0.95,0.9999,0.1665129919785162,0.009564557064199453,5.0,20.0,512.0,medium,64.0,0.8819412516999056,,COMPLETE
53,53,0.75,2021-01-02 10:54:53.496373,2021-01-02 11:58:08.530731,0 days 01:03:15.034358,tanh,256.0,0.4,2.2076695904189695e-05,1.0,0.9999,-1.3887636200087083,0.004561142612286827,0.8,1.0,2048.0,medium,256.0,0.7163648332360117,,COMPLETE
54,54,7.332973,2021-01-02 11:58:08.564547,2021-01-03 00:14:05.308425,0 days 12:15:56.743878,relu,512.0,0.1,0.03078844185764096,0.99,0.9,-3.496080870067882,1.0950903435933162e-05,0.7,20.0,32.0,small,8.0,0.26195455395417155,,COMPLETE
55,55,0.0,2021-01-02 14:24:20.731728,2021-01-02 15:59:19.850987,0 days 01:34:59.119259,tanh,32.0,0.4,2.1008177566155157e-07,0.99,0.999,-1.744926944416342,0.39921323812260506,2.0,1.0,32.0,small,8.0,0.886519406974626,,COMPLETE
56,56,7.2470136,2021-01-02 15:59:19.882921,2021-01-02 22:10:10.547341,0 days 06:10:50.664420,tanh,16.0,0.3,1.690407348620588e-05,0.99,0.995,-1.81793104856717,1.9950222015350945e-05,5.0,5.0,256.0,small,8.0,0.4089677679751471,,COMPLETE
57,57,0.75,2021-01-02 18:30:42.979898,2021-01-02 19:49:12.572495,0 days 01:18:29.592597,tanh,256.0,0.2,2.3831211872891174e-08,0.9,0.9,-0.4941036985579048,5.510456349290262e-05,0.7,1.0,64.0,small,256.0,0.410773686521269,,COMPLETE
58,58,7.313542,2021-01-02 19:49:12.607504,2021-01-03 06:56:48.629310,0 days 11:07:36.021806,relu,32.0,0.3,0.004792357122579157,0.8,0.9999,-3.990288300842753,0.0003878134632270729,5.0,20.0,1024.0,medium,16.0,0.23122966271479606,,COMPLETE
59,59,0.75,2021-01-02 22:10:10.588470,2021-01-03 01:29:44.350726,0 days 03:19:33.762256,tanh,512.0,0.4,0.008543890166842297,0.9,0.9,-1.1290422806370275,0.45329603697776505,0.8,10.0,64.0,medium,8.0,0.8531874667842083,,COMPLETE
60,60,0.75,2021-01-03 00:14:05.391809,2021-01-03 18:34:30.567166,0 days 18:20:25.175357,tanh,16.0,0.3,3.1381990120878814e-08,0.8,0.995,0.11299571922398055,0.5803736120608426,0.9,20.0,32.0,small,-1.0,0.7031380028094675,,COMPLETE
61,61,7.6996832,2021-01-03 01:29:44.389986,2021-01-03 04:29:41.246939,0 days 02:59:56.856953,relu,256.0,0.3,0.00043154585038963065,0.8,0.9999,-3.9116589887907165,1.2210520265598162e-05,1.0,5.0,32.0,medium,256.0,0.4301467461765497,,COMPLETE
62,62,0.75,2021-01-03 04:29:38.837825,2021-01-03 05:57:39.269242,0 days 01:28:00.431417,relu,512.0,0.1,0.09828332948492885,0.92,0.999,-2.6977719108688936,0.2308400368560357,0.8,5.0,128.0,medium,128.0,0.2904709815706531,,COMPLETE
63,63,0.75,2021-01-03 04:29:41.283197,2021-01-03 06:19:32.581290,0 days 01:49:51.298093,relu,16.0,0.4,1.8652718397451133e-05,0.95,0.95,0.7326673258849761,0.003191172522032676,1.0,1.0,128.0,small,256.0,0.5634771214800042,,COMPLETE
64,64,5.964877400000001,2021-01-03 05:57:39.301064,2021-01-03 23:28:15.219567,0 days 17:30:35.918503,tanh,16.0,0.3,2.5546246654247498e-05,0.98,0.999,0.7773533059067308,0.0005599965034698698,0.7,20.0,1024.0,medium,256.0,0.36666652107791775,,COMPLETE
65,65,0.75,2021-01-03 06:19:32.614739,2021-01-03 09:14:06.694767,0 days 02:54:34.080028,relu,32.0,0.3,0.000733661899550796,0.95,0.9999,0.9055028176661795,0.9160786705548507,1.0,5.0,512.0,small,32.0,0.2479580989965947,,COMPLETE
66,66,0.75,2021-01-03 06:56:48.667950,2021-01-03 16:24:09.413861,0 days 09:27:20.745911,relu,32.0,0.2,0.03210004622621488,0.98,0.9999,0.4297345427386343,0.4819709043692309,5.0,20.0,32.0,medium,32.0,0.9720941967795282,,COMPLETE
67,67,0.75,2021-01-03 09:14:06.736226,2021-01-03 11:39:23.338285,0 days 02:25:16.602059,tanh,128.0,0.1,8.269893343882189e-07,0.99,0.9999,-1.8106655540790824,0.3379024663165074,0.9,1.0,8.0,medium,64.0,0.23652305008542696,,COMPLETE
68,68,7.152330000000001,2021-01-03 11:39:23.377490,2021-01-03 12:24:55.013054,0 days 00:45:31.635564,relu,128.0,0.3,0.001980430798664396,0.8,0.95,-2.4905254886924277,0.012195400020594178,0.9,1.0,256.0,medium,64.0,0.9802647262944802,,COMPLETE
69,69,7.6698592,2021-01-03 12:24:55.059917,2021-01-03 13:35:15.798737,0 days 01:10:20.738820,tanh,512.0,0.1,0.05343532350809861,1.0,0.95,-1.668515452613983,0.0006551368228905855,2.0,20.0,512.0,small,-1.0,0.15731474612179253,,COMPLETE
70,70,0.75,2021-01-03 13:35:15.833188,2021-01-04 06:37:19.683113,0 days 17:02:03.849925,tanh,128.0,0.1,2.1226807847180447e-08,0.99,0.9999,0.007811794434493535,0.6002628983199134,5.0,20.0,16.0,medium,8.0,0.9579137905588204,,COMPLETE
71,71,0.75,2021-01-03 16:24:09.447501,2021-01-04 10:10:03.545569,0 days 17:45:54.098068,tanh,16.0,0.4,0.0003918134367319279,0.95,0.9,-2.0203027795592785,0.00044890253390878377,5.0,20.0,64.0,medium,128.0,0.7101766052876175,,COMPLETE
72,72,7.623007999999999,2021-01-03 18:34:30.617010,2021-01-03 20:05:21.774753,0 days 01:30:51.157743,tanh,16.0,0.4,7.15326459068122e-08,0.95,0.995,-3.5825034128474744,3.248040732042727e-05,1.0,1.0,32.0,small,16.0,0.9905212491031679,,COMPLETE
73,73,0.75,2021-01-03 20:05:21.808318,2021-01-04 04:44:13.337984,0 days 08:38:51.529666,relu,32.0,0.4,4.9998403336427486e-06,0.92,0.98,-1.0023688497473566,0.36384494276339036,0.5,20.0,32.0,medium,256.0,0.8053064035319571,,COMPLETE
74,74,6.658112,2021-01-03 23:28:15.257057,2021-01-04 04:07:12.358926,0 days 04:38:57.101869,relu,16.0,0.2,0.0019408861058909015,0.9,0.999,-0.3741134045898242,0.0027820640027827245,0.6,5.0,512.0,medium,-1.0,0.49895579454119177,,COMPLETE
75,75,0.75,2021-01-04 04:07:12.396304,2021-01-04 12:49:29.295219,0 days 08:42:16.898915,relu,16.0,0.4,0.011931518323559109,1.0,0.9,0.3147107330055796,0.3785709647939457,5.0,10.0,512.0,small,256.0,0.36641093390694635,,COMPLETE
76,76,6.2423742,2021-01-04 04:44:13.373505,2021-01-04 09:29:39.564890,0 days 04:45:26.191385,tanh,16.0,0.2,0.00012112398801718965,0.98,0.9999,-0.5106040765851576,0.0006621388759916715,0.8,5.0,1024.0,medium,128.0,0.36303192969231945,,COMPLETE
77,77,0.75,2021-01-04 06:37:19.717751,2021-01-04 11:33:15.012936,0 days 04:55:55.295185,tanh,64.0,0.4,0.009700585068640109,1.0,0.9,-1.5588566433114135,0.005195506856160884,0.7,5.0,16.0,medium,-1.0,0.04016689115442951,,COMPLETE
78,78,2.396973,2021-01-04 09:29:39.600279,2021-01-04 10:43:14.560357,0 days 01:13:34.960078,tanh,256.0,0.4,0.0005336972651216456,0.98,0.99,-2.970470429818741,2.9728449666390224e-05,0.9,5.0,128.0,small,16.0,0.5410411576437256,,COMPLETE
79,79,0.75,2021-01-04 10:10:03.586204,2021-01-04 19:28:28.093618,0 days 09:18:24.507414,tanh,16.0,0.3,1.5352227021875882e-07,0.9,0.99,-2.614142920181749,0.28245973366386273,0.6,10.0,64.0,small,64.0,0.7654176086103068,,COMPLETE
80,80,,2021-01-04 10:43:14.605963,,,relu,8.0,0.2,3.0037871206057288e-05,0.9,0.9,-0.06842146040557306,3.421424407363416e-05,0.5,20.0,32.0,medium,16.0,0.8282135386289023,,RUNNING
81,81,0.75,2021-01-04 11:33:15.067817,2021-01-04 13:57:04.535972,0 days 02:23:49.468155,relu,8.0,0.2,0.02091851750146297,0.99,0.9,-0.11370096065482871,0.0068370392313812775,0.9,1.0,64.0,medium,64.0,0.5062287368914901,,COMPLETE
82,82,0.75,2021-01-04 12:49:29.331798,2021-01-04 14:33:16.094539,0 days 01:43:46.762741,relu,64.0,0.4,4.289280142935477e-07,1.0,0.999,-0.5236775695365812,0.014933393805413428,5.0,5.0,2048.0,medium,128.0,0.5321170037799643,,COMPLETE
83,83,,2021-01-04 13:57:04.581557,,,tanh,8.0,0.2,0.001134156614436906,0.8,0.99,0.7095487875683482,0.07723231724241009,5.0,10.0,32.0,medium,128.0,0.57386936639926,,RUNNING
84,84,,2021-01-04 14:33:16.135836,,,relu,32.0,0.4,0.0004724328092812076,0.9,0.98,0.1343960277336942,0.8067995160918827,0.3,5.0,8.0,medium,32.0,0.6533439645305026,,RUNNING
85,85,,2021-01-04 19:28:28.133798,,,,,,,,,,,,,,,,,,RUNNING
86,86,,2021-01-04 19:37:48.950941,,,relu,256.0,0.1,4.24422711408957e-06,0.95,0.98,-3.021939228303072,0.0008049034240359312,0.8,1.0,512.0,medium,128.0,0.45808656280546434,,RUNNING
87,87,,2021-01-04 19:37:48.957143,,,tanh,16.0,0.4,0.029514674266088115,0.9,0.999,0.04041273784344579,0.003748785867790419,0.7,10.0,1024.0,small,128.0,0.4220067225228531,,RUNNING
88,88,,2021-01-04 19:37:48.957543,,,relu,64.0,0.1,9.938083207803485e-05,1.0,0.995,-0.9717006156331278,0.33612825999362844,0.3,5.0,16.0,small,8.0,0.37135761677249324,,RUNNING
89,89,,2021-01-04 19:37:48.978833,,,tanh,512.0,0.4,9.672981742145981e-07,0.92,0.995,-0.4125698884508231,0.001488242841892284,0.7,5.0,256.0,medium,128.0,0.980324312448743,,RUNNING
