,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_train_freq,state
33,33,0.75,2021-06-02 15:03:13.986923,2021-06-02 15:12:59.331743,0 days 00:09:45.344820,1024,1000000,True,0.995,0.0007764593440395786,big,0.1650544056301966,,,PRUNED
34,34,7.490719999999999,2021-06-02 15:12:59.338148,2021-06-02 15:45:00.021178,0 days 00:32:00.683030,512,1000000,True,0.995,0.00022168843100670122,big,0.001388429331126595,,,COMPLETE
35,35,,2021-06-02 15:45:00.036517,,,1024,1000000,False,0.995,7.056158928958178e-05,big,0.23577203342392933,ornstein-uhlenbeck,1000.0,RUNNING
36,36,7.619998,2021-06-02 16:15:21.408052,2021-06-02 16:39:20.029129,0 days 00:23:58.621077,1024,1000000,False,0.995,5.7310104356298876e-05,big,0.23183622120885444,ornstein-uhlenbeck,1000.0,COMPLETE
37,37,0.75,2021-06-02 21:37:22.305584,2021-06-02 21:45:24.216250,0 days 00:08:01.910666,16,1000000,False,0.98,0.00046230288847984194,medium,0.4502378361569895,,1000.0,PRUNED
38,38,6.774814000000001,2021-06-02 21:45:24.226622,2021-06-02 22:12:32.455654,0 days 00:27:08.229032,256,1000000,False,0.995,8.923116664123552e-05,big,0.38906353985167463,normal,1000.0,COMPLETE
39,39,0.75,2021-06-02 22:12:32.481677,2021-06-02 22:20:51.146336,0 days 00:08:18.664659,32,1000000,True,0.995,0.009780286004663923,big,0.3417025729472791,,,PRUNED
40,40,0.75,2021-06-02 22:20:51.154936,2021-06-02 22:29:15.517228,0 days 00:08:24.362292,100,1000000,False,0.995,0.002083322407308293,big,0.1786991239606454,ornstein-uhlenbeck,16.0,PRUNED
41,41,7.699933,2021-06-02 22:29:15.525671,2021-06-02 22:57:04.287939,0 days 00:27:48.762268,1024,1000000,True,0.9999,0.00034098025666059404,big,0.07516101162846864,,,COMPLETE
42,42,0.75,2021-06-02 22:57:04.347749,2021-06-02 23:05:34.693543,0 days 00:08:30.345794,1024,1000000,True,0.9999,0.00040392304008128653,big,0.06381269727658029,,,PRUNED
43,43,0.75,2021-06-02 23:05:34.701796,2021-06-02 23:14:05.135497,0 days 00:08:30.433701,1024,1000000,True,0.9999,0.00019504503794943786,big,0.2351434627049302,,,PRUNED
44,44,0.75,2021-06-02 23:14:05.144752,2021-06-02 23:22:35.774658,0 days 00:08:30.629906,1024,1000000,True,0.9999,0.0008046948969085806,big,0.14858950654025915,,,PRUNED
45,45,0.75,2021-06-02 23:22:35.783328,2021-06-02 23:31:09.917644,0 days 00:08:34.134316,2048,1000000,True,0.9,3.829262706075927e-05,medium,0.004782770856646051,normal,,PRUNED
46,46,0.75,2021-06-02 23:31:09.926020,2021-06-02 23:39:42.772484,0 days 00:08:32.846464,1024,1000000,True,0.98,1.9187892554584364e-05,big,0.06685999337284784,,,PRUNED
47,47,0.75,2021-06-02 23:39:42.781341,2021-06-02 23:48:15.841065,0 days 00:08:33.059724,1024,1000000,False,0.9999,0.00011167964046017338,big,0.2648835820978342,,1.0,PRUNED
48,48,0.75,2021-06-02 23:48:15.849599,2021-06-02 23:56:41.477728,0 days 00:08:25.628129,512,1000000,True,0.999,0.003928182701814162,big,0.0990580763862707,,,PRUNED
49,49,0.75,2021-06-02 23:56:41.485871,2021-06-03 00:05:11.499843,0 days 00:08:30.013972,128,1000000,False,0.99,0.017699992264044107,big,0.3220581280043362,,128.0,PRUNED
50,50,0.0,2021-06-03 00:05:11.509080,2021-06-03 00:33:14.961303,0 days 00:28:03.452223,1024,10000,False,0.995,0.0013435481617825994,medium,0.05010747587221698,normal,2000.0,COMPLETE
51,51,0.814555,2021-06-03 00:33:14.978059,2021-06-03 00:41:23.585247,0 days 00:08:08.607188,16,1000000,False,0.9,1.0472686689410403e-05,big,0.18884177170550537,,1000.0,PRUNED
52,52,0.75,2021-06-03 00:41:23.593607,2021-06-03 00:49:51.709543,0 days 00:08:28.115936,1024,1000000,False,0.995,6.332600674012975e-05,big,0.22854731831197042,ornstein-uhlenbeck,1000.0,PRUNED
53,53,7.522732,2021-06-03 00:49:51.717854,2021-06-03 01:18:19.857531,0 days 00:28:28.139677,1024,1000000,False,0.995,0.00013853714359904972,big,0.13620989651024157,ornstein-uhlenbeck,1000.0,COMPLETE
54,54,7.520488,2021-06-03 01:18:19.874427,2021-06-03 01:47:04.413776,0 days 00:28:44.539349,1024,1000000,False,0.995,7.288250943751654e-05,big,0.0006035078792469006,ornstein-uhlenbeck,1000.0,COMPLETE
55,55,7.728984,2021-06-03 01:47:04.430234,2021-06-03 02:15:51.518847,0 days 00:28:47.088613,1024,1000000,False,0.995,0.0003325690168611065,big,0.23723920976824747,ornstein-uhlenbeck,1000.0,COMPLETE
56,56,0.75,2021-06-03 02:15:51.537174,2021-06-03 02:24:21.933985,0 days 00:08:30.396811,32,1000000,False,0.9999,0.00034290372302446797,big,0.28947477989318504,ornstein-uhlenbeck,256.0,PRUNED
